date,cleaned_reviews
2 years ago,this is the last mrt station parking here is quite cheap ive parked twice but im lucky because this parking lot fills up quickly so in the future ill have to come am to am if i want to get parking and it took min to mrt bukit bintang hurry up hopefully in the future there will be an extra parking lot …
4 years ago,if you want to go to the toilet at the ktm counter please leave a note or letter in front of the counter dont let people wait to ask you where you are people want to rush to catch the train time by wanting to topup your ktm card if you dont have it at the counter dont be a burden
2 years ago,comfortable transportation x gets confused just tired of walking with the kids just want to support hihihi but the mrt is the best
a month ago,because
a year ago,great very satisfying its just hard to control foreigners who behave a little less politely
3 months ago,mrt kajang line load stoppage
a year ago,spacious and comfortable park n ride is not very expensive
a year ago,if its full staff pls close because were here to wab one building to find parking huhuhu 🥴🥴 …
2 years ago,complete facility route towards kwasa damansara station last station if we want to go to bukit bintang pavilion we can take the kajang mrt line and stop at bukit bintang station
6 years ago,even though im from indonesia malaysia has made me fall in love one of the reasons is because the transportation there is very cheap and easy very reliable the best  ive been there times …
a year ago,i am lucky to be a resident of kajang im happy to go for a walk or go on a date somewhere
4 months ago,the train is very slow
a year ago,fast clean and orderly only the bus is the best
3 years ago,mrt kajang the start of the journey to kuala lumpur the time is am not many people are suitable to start the journey
2 years ago,big attaches to park n ride only in terms of signboards especially because parking is lacking dont know where to go if you dont need ktmmrt
a year ago,there should be a coffee machine hereit just works
2 years ago,no green highspeed rail subway mrt kajang station kajang has toilet service and can easily reach kepong
a year ago,alhamdulillah there are many customers at this time thank you
3 years ago,trends rarely rise but if its not peak time thats ok taking the mrt is ok dont wait long if you commute no comment  …
a year ago,as long as the public things in malaysia are good at the beginning they will be better in a year two years or ten years …
a year ago,comfortable safe quickly reach the destination spacious
6 months ago,🫰 …
8 months ago,let me know how it is i gave the name
2 years ago,clean
2 years ago,traffic congestion in the mrt area around pm
4 years ago,clear and easy to understand signage the waiting area is also comfortable
a year ago,lots of car parking spaces comfortable
11 months ago,very clean 🧹 …
5 years ago,facilities are ok ktm and mrt are one there is also a bus
8 months ago,clean station
3 years ago,the location is spacious clean and comfortable while waiting for mrt
a year ago,the best is the man who takes care of the counter very helpful
a year ago,there is a female cleaner very rude
a year ago,good train service good rapidkl
11 months ago,good
10 months ago,take the mrt
8 years ago,this is the facility that the government has made for the people bn lives
4 years ago,make sure your exit is either jalan bukit or jalan reko different you know
a year ago,the train stop here is comfortable
2 years ago,accurate itinerary n clean premises
a year ago,mr byk sells food upstairs
6 years ago,probably a good shortcut to komuter station of sungai buloh bypass kl sentral from seremban
2 years ago,just get off that mrt keep running fast
5 years ago,clean comfortable environment very helpful employees
4 years ago,the service is average and the hygiene is passable the platform is in general repair
a year ago,parking is very easy here
9 months ago,last stop on the kajang line
a year ago,orderly calm environment
3 years ago,spacious and comfortable atmosphere
a year ago,safe and comfortable
3 years ago,clean there are shops
a year ago,many small stalls
a year ago, …
3 years ago,fast cool good service
3 years ago,the mrt comes quickly which i like
2 years ago,very pleasant
a year ago,a very beautiful station
3 years ago,nd time form mrt kajang
2 years ago,there is still a modification process
4 years ago,not bad it’s very convenient to go out
2 years ago,very convenient and fast
a year ago,lekor crackers are delicious
6 years ago,good got kajang satay haha
5 years ago,modern public transport facilities
2 years ago,the long escalator was damaged
a year ago,best
3 years ago,lalu is  …
4 years ago,can switch between mrt and ktm
5 years ago,many people ride the mrt
5 years ago,fast train lane buloh river to kajang
a year ago,best mrt  …
4 years ago,ok very good
a year ago,best service
3 years ago, …
6 years ago,easy and fast
6 years ago, …
6 years ago,best
3 years ago, …
a year ago,thank god
3 years ago,ok the
3 years ago,abc bistro mamak
2 years ago,very convenient
2 years ago,thats good
4 years ago,isnt it beautiful
2 years ago,good
3 years ago,shock
3 years ago,comfortable
a year ago,convenient
7 years ago,mrt station
3 years ago,very advanced
3 years ago,wanderful
2 years ago,fast train
