date,cleaned_reviews
8 months ago,as always short of parking space is a main problem here
2 years ago,the lift and escalator connected towards ktm kajang not working forcing elderly people to walk on the stairs counter staff not friendly very rude ticket machine not functioning
a year ago,convenient but packed of car if feeder bus more frequent it will be the best
3 years ago,mrt are provides a cheaper and conveniences roads transport
10 months ago,take mrt on weekday to work mrt parking fully occupied around am
a year ago,motor parking also need to pay why dont have sign board for this is this illegal
a month ago,limited parking  …
5 years ago,they got esuperb friendly cashier clean no security twice stopped by an old indian diff days asking for money to get on mrt same like beggarsliars at kl sentral careful guys
5 years ago,the only main issue is parking other than that near to kl cheras exit easy to get grab car as this station may considered centre of cheras area
5 years ago,got good bakery shop there but the station need more parking space more coverage for transit busses especially around lake valley suakasih
3 years ago,big place has the mrt bus seems to be able for every minutes toilet no wet hard to find trashbin outside of the mrt thou also has parking area
7 years ago,the place is clean and tidy if youre rush in the morning and havent get your breakfast yet there is also a bakery and eleven
7 years ago,not too busy but the parking lot is always full probably people park their car here and went ro their work place in kl …
3 months ago,just nice
7 years ago,well facilitated mrt station staffs are friendly two feeder bus t giving service to passengers and city dwellers this mrt station strategically established in good location very clean and well maintained station
6 years ago,easy convenience to taxis and local buses clean and convenient parkung space for cars only one issue is that the car park is not free
4 years ago,clean and tidybut need to improve friendly customer service for your staff toilet no tissue and soap thank you
6 years ago,its really convenient public transport
2 years ago,inside parking limited need to park outside rm whole day got a car scratch after parking there
3 years ago,typical train station in malaysia despite it real serves its purposethe station far away to reach by walkingno dedicated pedestrian walkway to the station and not even in walking distance radiusnot strategically located as it was built …
8 months ago,safe convenience clean and beautiful surrounding environment
2 years ago,clean and convinient highly suggest put up displays or print media to make place more informative for users
6 years ago,suggested to my foreign friends to use the public transport to avoid the kl jam they wanted to go to jalan alor from this station mention jalan alor and malaysians especially klites will know what its popular for the street food in …
3 years ago,no roof park but atleast theres a parking quite huge parking area rarely full
5 months ago,cashier too slow
6 years ago,spacious though i wished they add more parking spaces dont worry if terlepas mrt cuz the next one will arrive about a minute or two
5 years ago,this place is my major transportation to go to work and stuff it has a convenience store and its very clean
2 years ago,easy access to nearby housing areas and amenitiesfree bus and mrt bus availables besides grab service
2 years ago,convenient location parking is limited if visit this place after am
a week ago,easy transport
3 days ago,need improvements on parking on weekdays and too many illegal parking in front of gate b
2 years ago,parking space still available but they put barriers
3 years ago,the toilets are clean and don’t smell the place is clean the place is quite big too
7 years ago,clean and modern environment with clear signboards train service was good too didnt have to wait too long
7 years ago,as all modern transportion stations in malaysia it has the good amenities nice aircondition toilets etc
6 years ago,conveniently located and provides hassle free public transport into kl problem is that there is very limited parking space
7 years ago,really convenient public transportreally affordable price and also you can get to the destination faster than taking carbecause by taking mrt you actually avioiding traffics
6 years ago,great mrt station with park and ride facility the touch and go gate at carpark entrance not that sensitive can be improved
3 years ago,not very helpful customer service desk bad impression towards tourist especially i am not lucky enough
5 years ago,easy access droppingpickup point are not congestedfeeder bus n selangor bus is available
7 years ago,a very convenient transportation to busy and hectic cities such as kuala lumpur and also other destinations that it provides
3 years ago,very convenient spot for ppl staying around btho cp and mahkota comfortable environment
3 years ago,is clean and nice nothing much just car park
6 years ago,a lot of people even early in the morning tend to park their cars at the waiting area thus causing unnecessary delay for dropping off process please please attend to this
6 years ago,bad traffic during peak hours car stuck inside the parking area for more than mins should something about it
a year ago,its a comfy station few people
a year ago,nice
7 years ago,mrt station is fine but pedestrian walk path to the station from the main road is horrible extra careful to look both way by walking along the road and cross the road toward the station
6 years ago,quite difficult to get to the station due to congested parking especially during peak hour otherwise good space clean
2 years ago,public park a bit small if need to travel by mrt do consider to take the transit  …
6 years ago,obviously need more parking space and need to clamp down on those errant driver who park at oku and obstructing traffic
6 years ago,nice clean it have only convenient store mynews a bakery
6 years ago,clean and convenient just the parking on a weekday it can be a nightmare
7 years ago,convenience enough with calm surrounding not much commercial outlet opened yet to date
5 years ago,very clean n nice hopefully it will be kept like this all the way
6 years ago,lack of parking space for waiting also limited car parks and one must be early to get one instead of later being in a mrt with no jam
a year ago,great place
2 years ago,large spacious ample parking on time rides
7 years ago,the facility is complete with car park and cover walkway to main building dusable friendly including toilet
4 years ago,mrt is known for their punctuality dont hesitate to take mrt got toilets lifts
a year ago,easy to access lots of parking
6 years ago,mrt service quite good the main problem is car park area always full
2 years ago,nice and comfortable place near big shopping centre
7 years ago,really good modern updated accessible and everything you would ever need
7 years ago,if you staying near by its really a time saver hour to bukit bintang
3 months ago,full parking
3 years ago,place look safe espat nightwell lighted and people around
3 years ago,very clean and comfortable
2 years ago,clean and conducivemrt staff most of the time blurry in giving service
5 months ago,i st
6 years ago,not enough car park try not to bring car here but ok for motors
6 years ago,easy to drop off and pickup people lots of parking space
7 years ago,big and comfortable mrt station but sometime water link from rooftop when it is heavy rain
7 years ago,massive and fully equipped with surau e and even a small bakery
6 years ago,quite nice public transport station for now as long as theres vandalism here
7 years ago,easy and user friendly i wish the parking for motorcycle is free
3 years ago,great place convenient and have a lot facilities
7 years ago,clean environment touch n go reload service is available with cents charges per transaction
5 years ago,clean and good looking station convenient public transport
3 years ago,the place is coolclean and easy excess
2 years ago,its so clean i like this mrt station
6 years ago,well maintained clean trains very punctual
2 years ago,so far it is convenient for everyone to travel from bandar to bandar
6 years ago,parking is not sufficient and make traffic worst as people park at waiting area and drop off area
6 years ago,the bakery there is making the public really convenient to grab a bite
2 years ago,long time never here good envurement
3 years ago,touch n go system not good at parking entrance exit point
a year ago,convenient place to park and ride mrt
5 years ago,good among all the mrt station i love this one as its easy to get to the platform
a year ago,nice have eleven are there
7 years ago,very bad road condition lack of parking spaces bus drivers are a bit rude
4 years ago,the train is convinience and cold easy to travel and interchange to another train to other place …
6 years ago,very nice place clean easy to access to cheras area
7 years ago,mrt station to kl central covenience mode of travel fast snd reliable
2 years ago,very nice and quite clean
4 years ago,nt badnot enough parking space
6 years ago,have parking lots train fares are reasonable clean
5 years ago,really cold their surau heren i love it
5 years ago,mrt station inside got eleven store plus one bakery store
3 years ago,easy ridestation have complete facility
5 years ago,very good mrt station with park and ride available
2 years ago,damn clean fully organised
7 years ago,easy to drop off and pick up no traffic
3 years ago,car park always full during weekdays
7 years ago,clean spacioussafe pleasant experience
6 years ago,as usual not enough parking should have build multi level parking
7 years ago,its clean and its so spacey and comfortable
6 years ago,too many cars parked illegally no place for waiting
5 years ago,staff rude and parking not enough at all
5 years ago,your car might be lock if you park on the bas parking
5 years ago,very convenient for disables from the entrance to the train
3 years ago,if u stay area around here u will take this mrt ouh and its near netizen
4 years ago,most convenient way to travel to middle of the city
a year ago,its a station
7 years ago,clean and nice mrt on time not crowded
5 years ago,like any other mrt station expected nothing less
a year ago,legend is a best degian
6 years ago,new and empty station but nice design
7 years ago,helpfull staff
7 years ago,place is clean and the service nice too
2 years ago,similar other station with not crowded situation
7 years ago,a few staff need to learn how to talk with customer
4 years ago,frendly staff n clean mrt station
2 years ago,except no mrt feeder bus going to suakasih zone
7 years ago,wow superb creations but the ticket price very expensive
6 years ago,so busy but nice place
5 years ago,very clean and mrt service is the best with punctuality
6 years ago,not enough parking spot during weekdays
4 years ago,very modern and clean place
4 years ago,not many people at station due to mco
4 years ago,friendly staff clean environment
5 years ago,need more parking space
6 years ago,big and comfy prayer room surau
7 years ago,very convenient public transport
6 years ago,park and ride many space for parking
3 months ago,clean and clear
7 years ago,best public transport in town
a year ago,easy access
5 years ago,well maintained mrt station
7 years ago,fast and affordable public transportation
2 years ago,this mrt station is very clean
7 years ago,nonrush hour looks fine
3 years ago,just nice
a year ago,parking is the problem
6 years ago,very good service
5 years ago,not enough parking
4 years ago,nice n convinient
4 years ago,ok no jemm
2 months ago,there is e the prayer hall and toilets are clean the parking lot is wide but it is already full at am
a year ago,comfortable clean there is no cctv in the car park the parking fee is so high
a week ago,good morning i want to tell that myrapidkl bus is minutes late every day from bmc mahkota cheras and selangor bus departs early from mrt btho pm …
a year ago,the staff is so rude theyve ordered wrong and are rude enough to work here  …
3 weeks ago,plenty of parking spaces easy to find a parking space
4 years ago,ok comfortable train time is minutes wait there is a lot of car parking the best
2 years ago,the middle mrt station is the best for me although kajang mrt is the closest to home i chose this btho mrt because the condition of the semenyihsungai long road is better than the semenyihkajang road
a year ago,the gate is supposed to open at but here it is always delayed until oclock the service is really slow it takes hour to go to work do you remember if the gate opens at oclock ive had a lot of trains and i know the gate doesnt open the staff has an innocent face
5 months ago,you are a lot of jerks asking for for money its nice
a year ago,his staff just want to do the work thats rude staff who behave like this should be dealt with e and above also have no function want to pay debit and qr is not possible he has a reason the one who takes care of the boy the boy is not even in uniform
7 months ago,the newbies in the morning session aug time am behaved a lot mrt is now not standard and friendly shame
a year ago,there are some bus drivers if they are a little late we wave to them they can stop by the side this morning they were a few minutes late the distance is a little bit too far with the check point they have already waved to go i dont …
a year ago,only problem is the same as all other mrt stations the mens toilet has a strong smell and the host pipe is damaged
2 months ago,the ease of worship is very easy
a year ago,the employees attitude was not good i asked questions again because i didnt get the reset but i felt very irritable i hope it will improve after all i politely said thank you
2 years ago,public transport that suits life in kl to avoid rush hour on the street the place is clean just like an airport  …
3 years ago,i found out that the card was not with me i went to the counter to buy a new card but there was no card and i bought tokens but there were no tokens a station with nothing …
a year ago,disappointed there is only parking on saturday and sunday if on weekdays there is no parking parking is full
a year ago,there are womens compartments very friendly and wellequipped
5 years ago,big and clean friendly counter staff mrt arrived on time only the parking lot fills up quickly and you have to park near a field with uneven roads rmday
4 years ago,easier the travel to the workplace ride the best motorcycle to this mrt car parking is limited have to leave as early as am for easy parking
5 years ago,one of the mrt stations in cheras cuiling township has brought many conveniences to the residents here the only drawback is that the parking lot cannot cope with the huge traffic flow every working day many mrt users vehicles are forced to park outside which is quite dangerous
a year ago,what i loved most was the area designated for women only especially during crowded times
4 years ago,the best parking but its full until you leave the parking area provided during peak hours
5 years ago,the mrt is quite comfortable and clean when there are many people just pay attention to the belongings around you and please dont litter inside and take care of the cleanliness
7 years ago,alhamdulillah malaysia is becoming more advanced and successful because it managed to build a customerfriendly and sophisticated transport system
3 years ago,there are no drink and snack shops no taxi stand
7 years ago,so convenientthere are many places that are very convenient and you don’t have to worry about traffic jams when you go there
5 years ago,if you want to park in the morning at least you have to arrive before am lmbt is full  …
3 years ago,mrt kajang sungai buloh very nice
5 years ago,early mornings and quiet evenings parking is always full there is a eleven at the station
2 years ago,just one complaint not enough parking
2 years ago,i like riding this mrt it can take me anywhereif possible hurry up and get the connection ready …
11 months ago,a huge mrt station kajang damansara line
6 years ago,a convenient place to start your journey to the city center and wider area
7 years ago,the toilet cannot be locked
a year ago,clean toilets and nice lifts
3 years ago,good easy for people who live nearby at bandar tun hussein onn bandar mahkota cheras
3 years ago,the subway station in huayuan community makes it very convenient for villagers to go to and from the book center
5 years ago,parking is always full grab is the best option to get there
3 years ago,super crowded station but its very convenient there are free bus and mrt bus
a year ago,hehe always use the mrt here because its easy
7 years ago,its a little difficult to get a taxi or grab because the road is always jammed
5 years ago,very easy station not crowded and fast from serdanj to the pavilion to minutes i loved it
5 years ago,this is a common place to play den poie sano here
5 years ago,parking for cars is limited so crowded
11 months ago, …
5 years ago,it’s not safe the car was scratched twice where i parked it
2 years ago,parking motor bayat oooo
7 years ago,facilities provided by the government to the people
2 years ago,very unfriendly star
4 years ago,ok clean
4 years ago,short cut to balakong the mines sg besi and putrajaya
7 years ago,its the best its like an airport
6 years ago,best
2 years ago,beautiful nice and cool
6 years ago,mrt travel connector is more comfortable and fast
4 years ago,curtain blinds carpet and sewing curtain
6 years ago,clean you can renew the monthly pass
a year ago,parking is full
5 years ago,quite safe clean and modern …
3 years ago,google has closed this place
7 years ago,comfortable and easy system
6 years ago,ok calm place
6 years ago,feeling happy and comfortable being on the mrt
2 years ago,clean n comfortable
7 years ago,the best public transport in malaysia
5 years ago,the parking lot is full
6 years ago,clean place and supporting facilities
2 years ago,plenty of space to rest
6 years ago,nice comfortable place
5 years ago,best clean and comfortable
10 months ago,clean
6 years ago,easy exit to kajang n kl
3 years ago,mar btho
6 years ago,the nearest train station is near shiraz and now diman
4 years ago,quite relaxed and orderly
2 years ago,big station
2 years ago,not enough parking
6 years ago,easy access to balakong and cheras jaya
6 years ago,very nice staff  …
4 years ago,clean and user friendly
3 years ago,much more qualified than lrt
4 years ago,i come here daily for work
4 years ago,trash cans are there for a reason
6 years ago,bully bus driver driving dangerously with license plate vh
2 years ago, …
4 years ago,when will i get on the mrt
7 years ago,close by and very helpful for traveling
4 years ago,easy to save money comfortably
7 years ago,convenient parking station
7 years ago,clean and systematic
6 years ago,take the mrt to the city center jinhe
6 years ago,nice mrt
7 years ago,very comfortable
6 years ago,new and nice place
4 years ago,nice you
5 years ago,i like stopping here
4 years ago,can hold its place
7 years ago,parking fee is too high
3 years ago,nice clean
7 years ago,nice mrt
5 years ago,very quickly
3 years ago,clean and comfortable
a year ago,bandar tun hussein mrt
4 years ago, …
a year ago,sharp
5 years ago,convenient for taking a ride
4 years ago,comfortable
5 years ago,best
7 years ago,comfortable
7 years ago,excellent
5 years ago,fine
3 years ago,at
7 years ago,convenient
4 years ago,invite the family
3 years ago,one
4 years ago,good nice mar
5 years ago,mrt
7 years ago,good mrt
6 years ago,typical mrt
4 years ago,mrt station btho
6 years ago,mrt station
