date,cleaned_reviews
11 months ago,your indian staff was so rude to me she just throw my ic card first i said that i want to top rm and one day pass and she didn’t look at me and just did it but when i checked the receipt she just top rm not together with one 
5 years ago,clean station doesnt linked directly to utama mall have to walk a few minutes via one world hotel walkthrough 
5 years ago,comfortable and fast most important is i dont have to find parking there is a link bridge connecting the mrt station to u hotel and u shopping mall you can dine or shop in the easiest way however not advise do marketing with mrt there is a chance you cant get seat for certain time
4 years ago,greatly convenient way to access one u without having to worry about parking
5 years ago,although theres construction to finish the adjunct mall the station is viable through many ways and quite pleasant
3 days ago,not bad
10 months ago,one of female staff at mrt bandar utama very rude i asked a question to be sure whether i can topup tng or not but the answer was very rude very disappointed
a year ago,this station mrt was so bad in providing surau for muslim to do their prayers because there is no water at all to take wuduk even they do not provide any sandal or flip flop to use for taking wuduk at toilet even the ac is not working in the surau
2 years ago,a busy mrt station handling thousands of commuters visiting and leaving from bandar utama area especially utama shopping centre nearby hotels and corporate buildings in the vicinity looks clean and well maintained
5 years ago,cleanliness is good accesibility is good you may go directly to one utama shopping centre or one world hotel easily if you are intending to go to the broadcast station theres also a walkway towards it as other mrt stations 
2 years ago,the mall is always busy during weekend its wait to be seated at most food outlets parking could be a hassle during peak hours and its better to use the mrt which is just next door and connected to the mall
2 years ago,i search for park n ride near me i found this station i use my im back here at after few hours after few stop and i was charged rm for parking misleading info and confusing policy by rapid becareful all
5 years ago,it was a bad station to come down to because there was no connection between the station and one utama which is the reason why people come down there you have to cross busy streets dodge fast cars and then the pavements were uneven 
9 months ago,always my first choice of malls easy to travel and safe and many varieties
4 years ago,this was the most renowned mrt rapid transit since december i went there like quite some time to take the mrt train to klcc and pavilion it may be crowded with a lot of people there but the inside of the train is nice and clean with 
3 years ago,today a guard prevented me from taking the scooter into the subway he said he warned me many times last time i brought a folding bike but im pretty sure that this is the first time we met today and i dont have a bicycle i explained 
5 years ago,new and impressive except it is situated a bit far from the popular shopping mall utama need to ride rapid kl bus if you wish to visit utama alternatively if you prefer to walk it will take you a good to minutes to arrive at utama
6 years ago,there is walkway linked to utama mall via one world hotel from the construction sign there will be a new direct link to the mall the parking rate in the mall isnt exactly cheap but it would be if you have the malls one card
5 years ago,good customer service and a very understanding staff because i had not slotted my single journey token whilst pushing my mother on the wheel chair through the turnstile at the start of the train trip at museum station we had pass through the turnstile together on a single token
5 years ago,to get to the station you have to enter through the powerhouse which is under construction so it could be quite confusing overall the station is nice shiny clean bathrooms the female muslim prayer room is small but neat tidy complete with telekungs
5 years ago,the best facilities ever built for the public transport right here at bandar utama petaling jaya selangor the station design to connect with media prima broadcast centre tv one world hotel and vast the one utama shopping mall easy access to disabled person and very user friendly station
5 years ago,as a malaysian whos lived a good years in hong kong which is known for their great subway system its nice to see malaysia stepping up on their public transportations the station is relatively new and its really clean so far ample of 
2 years ago,one of the worst station facilities check powerhouse reviews where the parking for this station is located broken escalators broken lifts i got trapped and broken parking machines this has been going on for months at least
4 years ago,at first the grab driver dropped me a little far away from the mrt station entrance as the waze doesnt bring us to the right stop which is facing the main road so i need to find a way to go to the station but great that i found 
4 years ago,i started skating to work couple of weeks ago i travel by mrt for years at mrt bu tonight i was mistreated by an auxiliary police at the station approximately around to pmi cant remember the exact time i apologise its was 
7 years ago,this station has exitsentrances one at each end the most useful northend exit that links the station directly into oneworld hotel utama is still closed i could only use the exit at the southend where after which you can follow 
5 years ago,it is brand new some sections at the ground floor are still under working process there are few groups of security guard will help to guide youthe bus is always available herea nife design and clean toilet
5 years ago,great place to have mrt as there is a link to one world hotel which is linked to one utama shopping center only issue is that the bus stations serving this mrt is a little distance away so will have to walk a little but at least the bus stations is linked to the shopping center unlike the mrt mutiara damansara station
5 years ago,few minutes walking distance to msia largest shopping complex utama good options for avoiding parking traffic hectic connected to a parking buildings on the other side best for railway park ride commuters
5 years ago,clean and nice environment train is clean and fast
a year ago,worst station customer service the guy did not allow me to change my money and made me late by trains enraging and outrages
5 years ago,easy to buy ticket to get in mrt train
5 years ago,right next to utama gets you to the city in a jiffy
5 years ago,half done station no link bridge to main business premises and shopping mall yet feeder bus service is lousy free shuttle bus to u is as good as nonexistence if you dont mind of outdoor walking it is possible to walk through the 
5 years ago,well connected to the surrounding buildings with covered walkwaygood facilities ie toilets diaper changing room surau escalator elevator and 
5 years ago,this place has two smells days sewage industrial mosquito repellent 
7 years ago,the direct connection linkages from the utama to bandar utama bu mrt station is scheduled to be completed by end of march there will be an additional new pedestrian walkway built from the bu mrt station gate b to one world 
7 years ago,ridiculously expensive parking rate even though for regular mrt user defeating the purpose of promoting the use of public transport parking owned by see hoy chan no corporate social responsibility implemented they just think of ripping off the working class for their profits
3 years ago,first time commuters should take note that mrt bandar utama sbk is only accessible from connected buildings and not from ground level 
5 years ago,all the mrt platforms are well arrangedfor the passengers its quiet easy now to get direction where they want to gobig platformslifts and escalators big car parkingbus facilities all are good only problem is dust
5 years ago,to walk to access to mrt platform from bandar utama neighbour hood was pretty crazy 
6 years ago,this is the nearest mrt from my place i can walk to it or take the t bus if i take the bus i first have to walk to the bus stop along jalan masjid opposite avenue hotel unfortunately many inconsiderate drivers park at the bus stop 
5 years ago,mrt in general the quality of transport is good the service they do is quite ok when i was at the last stop and went over due to a important phone call and i cant multi task they got someone to guide me through and really glad they did
a year ago,crowded during weekend but theres ample parking space so no need to worry on that
5 years ago,convinient its located beside media prima and utama theres a bridge linked to u but you have to walk through a hotel but no worries there are lots of people going that way so you can follow them
5 years ago,mrt is faster than other transport veicholes in maleysia but few information are given to find stations railway and transport system have to be improved
5 years ago,the most likeable transport that connect outer city into the most popular place like u bandar utama which is the biggest shopping store at bandar utama that twice of football fieldeveryone can find their interest here from young to old folks just enjoy and happy with you life
6 years ago,this the the most expensive park ride for mrt user not encouraging at all for the usage of mrt the mrt station staffs either dont know anything about the parking or provide wrong info poor service
5 years ago,feedbus captains most are not sincere in carrying out their duties eg bus must slow down when approaching a bus stop n see whether there is any passengers or not and not to overtake other vehicles when approaching a bus stop
5 years ago,best among all other public transport systems available herebut then the experience comes for a little extra bucksand more reliable compared to the bus systemsthe bus system is undoubtedly the cheapest means here but not reliable
4 years ago,worst customer service sometimes probably should let them eat all the time so i won’t get this “rolled eyes” all of a sudden despite all of this covid and all i can see is their eyes
7 years ago,nice station just to note that to access one utama mall you need to go by first avenue for now
5 years ago,no need to spent alot on taxi or grab by just using the mrt you will get to places safe and sound without burning ur wallet
a year ago,dont park and ride at bandar utama u management service are lousy
5 years ago,typical mrt fast clean long walking distance and nonetheless efficient this station is a bit quiet though im quite worried
5 years ago,nice spot as there it is convenient to drop and pick passengersone need to drive in and driveout afterwards which makes things less stress and more organized
5 years ago,its a newly developed metro station that makes it very easy to travel for someone who prefers using the public transportit is also cost efficient and fast
5 years ago,with connected walk ways to one world hotel and utama the mutiara damansara station is super nice and convenient
a year ago,very strategically located and linked directly to hotels and shopping centres
6 years ago,super hard to find the mrt bandar utama the sign board direction is not clear and not placed at critical place if you not sure please ask somebody nearby help ask them for the actual direction
5 years ago,good service in the station but bus service wasted my time and my money could have been a short ride but skipped my stop and made a enormous round to get back to the point he just drove past earlier
2 years ago,great infrastructure but theres one ticket gate thats been broken for a year and still not fixed
5 years ago,accessible to nearby establishmenta has walkways to one world hotel utama malltv and has feeder bus going around
5 years ago,covered walkway to one world hotel and the shopping centre there are feeder buses to take you around the area fare rm
11 months ago,need more detail cleaning in the mrt trains
5 years ago,fully functional station looking forward to see the connecting bridge to one utama opens
5 years ago,new and clean station to get to the one utama shopping mall take either the feeder bus or u complimentary shuttle
5 years ago,the nearest mrt station to my place
7 years ago,could you place this station in a worse location zero direct access to one utama shops and a no pedestrian signage to get there
5 years ago,plss take an action about the mosquitoes too many mosquitoes and can cause denggiethere are too many mosquitoes at the mrtbus area
5 years ago,great that theres a station in bandar utama but not linked directly to the shopping mall
6 years ago,so call park and ride but charge sky highno diff with parking flatt rate in klcc area
4 years ago,this station is near to the shooping mall very accessible to all shoppers
5 years ago,right in front of the sri pentas media prima walking distance to kpmg schlumberger oneworld hotel
5 years ago,isolated station wishing authorities had foresight to link u to the station but that’s not going to happen here 
5 years ago,such a fast service and good to see a new person has all the information like me when i was traveling in mrt for the first time
4 years ago,the thing was annoyed is security guardsthey were locked the whole mall before pmwe were stuck in there spontaneously
5 years ago,a great station for meet up just a walk away from one utama
5 years ago,mrt station which link with world hotel n utama shopping complexthe longest shopping complex in asia n th in the world
5 years ago,we parked our car in one utama and walk from there through the one world hotel to mrt station
5 years ago,convenient but cleanliness not on par compared to other stations
a year ago,i have come to visit utama for first time since
5 years ago,very bad to get direction here via google maps and waze i dont know why but the gps keep guide you to wrong place to exactly park
6 years ago,a great township with decent facilities and strategic location after all
5 years ago,a few minutes from one utama shopping center very close distance and convenient
2 years ago,good and big shopping mall and very good support staff for guidance
7 years ago,that station is dangling next to ldp i cannot find where the exit point to pick up my friend in the middle of rain
5 years ago,with the other section now open easier access to utama shopping centre
5 years ago,the best part of any mrt station is it is not crowdy like ktm
a year ago,future lrt station is coming up
5 years ago,connecting bridge to one utama could have been better
a year ago,the most outdated parking system still using ticketing system
4 years ago,theres no point in having a highend service when you always close the entrance dumb service
5 years ago,the pathway guide to entering one utama is very useful and efficient
5 years ago,so so far from the mall so much stamina wasted well at least its clean here
5 years ago,clean and well located more food outlets please
5 years ago,because of the construction you have to take the stairs in the hotel across to the mrt station
5 years ago,yes if u using public transportation just walking distance to one utama mall
5 years ago,huge you could easily spend a few days exploring this place
5 years ago,walking distance to one utama rm shuttle bus and lots of parking coming soon
4 months ago,rude staff
5 years ago,easy to access everything shopping mall hotel easy to go
5 years ago,every mrt is well structured and fastest way to go anywhere
5 years ago,one of the place i like it is convenient to all malaysian civilians
5 years ago,good transport sg bluhkajang very comfortable
5 years ago,reaching u shopping center by food walk very convenient
5 years ago,you lazy to drive u will take mrt and stop here to go to one utama for shopping
5 years ago,with the walk path that make it easy to go to one utama this is a great stop
5 years ago,now it has connected to utama its getting better
5 years ago,you can park your car at nearby large parking place at utama or powerhouse building
5 years ago,just side of one uthama shopping center after you finish your shopping just walking distance
5 years ago,clean and convenient connecting to one utama shopping mall
5 years ago,with the link bridge to one utama mall the mrt just awesome
a year ago,most enjoyable shopping mall in malaysia
6 years ago,located next to utama shopping mall the biggest shopping mall in malaysia
5 years ago,clean
5 years ago,easy access to mall and to get grab rides
5 years ago,clean station well situated for easy access
5 years ago,terrible location and hard to look for its entrance as it located in another building which you need to cross a road for it
5 years ago,the center of bandra utama thats why good to go by mrt
5 years ago,very good cleaned and beautiful place
4 years ago,have direct access to utama mall and to the hotel
5 years ago,very nice develoment just started in
4 years ago,no lights
5 years ago,easy walk way to utama shopping center
5 years ago,the station is still new so the place is still not organized
5 years ago,new station well built convenient
2 years ago,the sewage smell was just horrible
a year ago,nice place can visit
6 years ago,is there any link to one utama mall
5 years ago,link to office tower and one utama via one world hotel
5 years ago,nice clean and modern clean surau and toilets
2 years ago,ok
5 years ago,connect to utama shopping mall one world hotel office buildings
5 years ago,conveniently linked to one world hotel
5 years ago,the station still looks like a construction site
5 years ago,its clean on time and nice and cooling
5 years ago,nice clean and long awaited
5 years ago,so far on time and very clean
5 years ago,finally direct pedestrian link to oneutama
5 years ago,should have at least a convinient shop
5 years ago,easily accessible to u shopping complex
5 years ago,a calm station even though it is in a hectic city
5 years ago,it is convenient to go to many places
5 years ago,dirty toilet and not functioning well
5 years ago,its a bit too far from the mall
5 years ago,was on the way for a movie and shopping at bandar utama
2 years ago,a huge and large place to explore
5 years ago,nice station with on schedule transportation
5 years ago,near one world hotel and utama shopping center
5 years ago,accessible n very nice
5 years ago,firstclass facility in the asia
5 years ago,mrt services etcbe wary of i posted delays
5 years ago,min walking distance to one utama
5 years ago,not linked to one utama directly
5 years ago,well linked to all over bandar utama
5 years ago,quiet and safe mrt station
5 years ago,nice walk way to u
5 years ago,still quite not much people
5 years ago,when mrt takes your money be like
10 months ago,best place
5 years ago,nice and clean station
5 years ago,clean and neat sation
5 years ago,clean and clear instructions
5 years ago,nice and modern mrt
5 years ago,far to walk to u shopping mall
5 years ago,very nice clean
5 years ago,good place kind people
5 years ago,good effort comfortable
5 years ago,still clean by now
5 years ago,amazing trains and station
2 years ago,good township
a year ago,thanks
5 years ago,neat and near to the mall
5 years ago,convenient link to one world hotel
5 years ago,good service and facilities
5 years ago,will be here again soon
5 years ago,great way to travel
5 years ago,useful to avoid jam
a year ago,nice place
2 years ago,great
5 years ago,good
5 years ago,too far to walk
5 years ago,not accessible from ground
5 years ago,good facilities
5 years ago,need more improve
4 years ago,i love this place
5 years ago,always on time
5 years ago,ok
5 years ago,nice clean
5 years ago,nice
5 years ago,fast and clean
a year ago,a mrt station
5 years ago,well laid out
5 years ago,excellent service
6 years ago,cool
5 years ago,excited
5 years ago,boring
5 years ago,good experience
5 years ago,really excellent
5 years ago,spacious
5 years ago,train is on time
7 years ago,visa ofice
5 years ago,good transportation
5 years ago,tidy and clean
5 years ago,good to travel
5 years ago,wow
5 years ago,nice place
5 years ago,clean
5 years ago,convenient
5 years ago,futuristic
5 years ago,great
5 years ago,nice place 
5 years ago,clean
5 years ago,nice place
6 days ago,i really like bandar utama mrt station it’s super convenient especially with the direct link to utama shopping centre—makes popping over for food or shopping really easy the station is clean and efficient and the link bridge to 
5 years ago,ok
5 years ago,nice
5 years ago,ok
5 years ago,nice
5 years ago,clean
5 years ago,nice
5 years ago,good
7 years ago,nice
7 years ago,nice
2 months ago,pm i hope you read the staff mrt lelaki pakai spec badan berisi 
8 months ago,
a year ago,customer service teruk gileeee mintak tlg beli token pun mcm² alasan dok gune cash banyak kali ko ingt aku ade sehari ke kt situ nk buat byk kalipompuan spek tu
6 months ago,must visit place in bandar utama
7 years ago,bagus mrt stesen boleh digunakan untuk pergi utama shopping centre and aeon biggood mrt station can go through it to utama shpping center and aeon big need 
11 months ago,belum pukul sudah tutup orang tak boleh balik
5 years ago,grab
4 years ago,dulu boleh jer keluar masuk di lorong besar mesinkenapa hr ni lorong besar hanya untuk keluar saja 
a year ago,
8 months ago,direct link with mrt bandar utama
5 years ago,
5 years ago,jalan kaki je lah nk gi ou dasar pemalas hahah
5 years ago,one u
5 years ago,jauh berjalan kalau nak masuk mall
a year ago,
5 years ago,nice mrt
5 years ago,tempat untuk pergi kerja setiap hari
5 years ago,sangat bagus dan efisyen serta canggih
5 years ago,ماشاء الله سريع وسهل وبارد
5 years ago,kawasan yang luas dan bersihmudah diakses
5 years ago,mrt corp bandar utama and u mall
5 years ago,tempat yang elok good place
5 years ago,ok je tempat orang kaya
5 years ago,mrt bandar utama
3 years ago, 
5 years ago,clean facilities toilet n musolla
5 years ago,sehr sauber sehr pünktlich und günstig
5 years ago,semua ok
5 years ago,laluan utama ke one utama shopping centre
5 years ago,
5 years ago,terbaik
5 years ago,tambh lancar
5 years ago,memuaskan
8 years ago,selamat malam
5 years ago,biasa
5 years ago,naise
5 years ago,
5 years ago,beautiful mrt
a year ago,bandar utama
5 years ago,
