date,cleaned_reviews
7 years ago,the station design for this was just ok not a fan of the blueyellowgreenorange combination theres several exits that takes you to maluri lrt station aeon mall and sunway velocity mall quite a walk from the station to the sunway mall …
2 months ago,clean and safe station only one interchange ampang line
5 years ago,super convenient in between kl town and cheras nearby aeon maluri and sunway velocity you can even find home stay next to the station
3 years ago,mrt maluri beautiful and clean place  hygiene and safety also good …
3 months ago,good clean and punctual stationi love the environment
a year ago,anything dont know have a receiption counter can ask they teach u
5 years ago,mrt maluri is located near sunway velocity mall and aeon maluri shopping mall you could stop at maluri station if you want to go these two places gate a can go aeon maluri gate b can reach sunway velocity mall just follow the signboard …
7 years ago,the nearest shopping centre are sunway velocity and aeon so far mrt ok
2 years ago,a clean and modern mrt station connected with maluri aeon
3 years ago,this is mrt station maluri sbk can also jump into lrt maluri station using this mrt station maluri
a month ago,it was bad its dead and cant see the train announcement
6 years ago,one of the busier mrt stations even during off peak times very close to sunway velocity mall aeon cheras exit a and cheras police station clean and spacious
8 months ago,busker singing at the public area aeon attached to the mrt lots of outlets like kfc starbuck aeon supermarkets and lots nore
2 weeks ago,clean place very nice
6 years ago,lrt maluri station you can interchange to mrt train route wheelchair accessible
3 months ago,i was many times interchange transit from another train this palace
a year ago,nice i give him star 
7 years ago,have connection between mrt lrt maluri here can go aeon maluri using basement connection wo crossing the road super convenient  …
3 years ago,very clean connecting with aeon maluri easy access  …
5 years ago,this station is connected to sunway velocity mall large majestic clean comfortable
a month ago,we need to change train from mrt to lrt here
a year ago,very clean trains are usually on time it is cheaper to he the tng card than to pay cash if you use the met very often
a year ago,the station is clean and comfortable you are allowed to interchange from mrt station to lrt station by crossing a bridge providing the station will take you to sunway velocity and aeon maluri together i recommend walking through mrt …
6 years ago,clean good information and direction signage good ventilation as well cooling air condition make comfortable to travel safety is priority always holding on handrail while on escalator and give away to people on right side be a …
a year ago,i would like to personally thank en khairil who is in charge of security in the station i witnessed multiple scammer situations by the entrance of the station went to the ipd right next door but to no avail however en khairil was …
a year ago,its my first time using it after work its very convenient for working days travel only im still not familiar with the interchange station with other lrt line
3 months ago,beautiful and extremely modern station  …
a year ago,the path for the wheelchair is blocked by the motorcycle please take action
3 years ago,go out to jalan cheras gate and you will find a famous barbershop nimroc
2 years ago,going first time on mrt exploring the route
a year ago,kl has come a long way by adding the mrt and lrt lines the transit system is very easy to use and it allows people to travel to anywhere they want to go without breaking the bank
11 months ago,yelled at with a microphone for no apparent reason by a woman working in the ticketing booth at pm th april makcik biadap
a year ago,convenient here you can access almost all train lines kajang line sri petaling line ampang line putra heights line but change at chan sow lin lrt just make sure you look on your map carefully before embarking on a train
a year ago,as always very crowded during peak hours🤭but the station is clean and comfortable enough while waiting for the trains to arrive and its very accessible to the mall and to the lrt line …
3 years ago,its clean safe and good also its pretty long to wait for the train to show up because it takes about minutesnot on every stations …
6 months ago,the toilet smells need to improve the surau is okay but bad lighting its quite stuffy
a year ago,the station is fine and very clean managers of this train station are doing are doing a good job i hope the good work will continue and not stop
2 years ago,very convenient if you like to visit kl city just above the mrt station there is shopping centers food and also super market have fun
2 years ago,inoff sign  for directions and for explaining something we are in train but cannot find where is the name of station this is major issue about guide …
2 years ago,cantik bersih surau besar staff friendly very helpful easy to ride the train by using one token only lrt token can be used at mrt station too nice toilet pn ok la
5 years ago,clean wide bride and cold air ventilation is good just when you get closer to exit will be warmer elevators are well function and fast too
a year ago,after the viral incident where the girl was harrased by the druggie im shocked that there are still no police bantuan at the station
2 years ago,overall the experience with the mrt was great but the customer service if they dont like working as customer service or they do not know the meaning of customer service please just dont hire them terrible attitude terrible is just not enough to cover worst
a year ago,good clean easy accessible even during peak hours in the morning …
6 months ago,clean and fully airconditioned
9 months ago,the station looks clean the toilet have done daily cleaning routine
a year ago,there was a lady coach available now
6 years ago,a well maintained station but staff needs to be a little more friendly to foreigners and not all foreigners can understand malay so it would help if you tried to speak better or more understandable english otherwise the staff is a friendly bunch
5 years ago,very good station got interchange to lrt and mrt maluri area you need not to go out of the station as mrt have constructed path between lrt …
8 months ago,weeks to fix the escalator
a year ago,just below aeon very convenient please note that the station will be packed during weekdays morning at amam
a year ago,you can go to sunway velocity mall and aeon maluri but theres no direct exit to sunway velocity when i comes before
4 years ago,can be improved good work please do check and make sure the passengers after embarked dont removed their masks for god sake
3 years ago,strategic location of interchange station between rail line lrt ampang and mrt kajangconnecting maluri township area very well with feeder buses walkable with roof walkeay to nearby mall like sunway velocity mall and the station attached …
5 years ago,station easily accessible to sunway velocity mall and aeon mall you can also walk to peel road for some street food at night nice station with nice landscaping beautiful trees lining in a row green cowgrasses and well trimmed hedge especially complementing with the red wall and old house with red tiled roof
11 months ago,place to interchange between mrt kajang nie and lrt ampang line also connect to aeon maluri
6 years ago,very clean public transport train station with easy and wide waiting spots for the train to arrive the condition inside is really cold therefore after walking under the hot sun this station can be a good place to cool down a bit
3 years ago,this mrt station acts as a interchange station between the kajang line and the sri petaling line as i stay in mutiara damansara if i want to visit pandan indah where i used to stay and have some friends all i need to do is to take the …
3 years ago,mrt maluri sbk address station maluri jalan cheras taman maluri cheras …
a year ago,its still in pristine condition even though it has been in operation since hopefully in the future all station can be maintained well
7 years ago,this station comes with all modern facilities very net and clean saffs are well behaved this station is in strategic place and connecting with other major parts of the city
a year ago,main cheras shopping area sunway velocity aeon mall my town ikea in just stone throw distance
5 years ago,clean and spacious rapidkl can improve further if the token fare machines can be placed nearer to exit instead at far isolated area
7 years ago,the service of mrt proper in at par with thr same service in other developed countries even if i compare with tube in london the destination ie next station is clearly announce before hand the feeder buses is the poor part of the …
4 years ago,one of the most convenience station in klang valley connected to lrt star line with covered walkway and its connected to aeon maluri as well as sunway velocity under a covered walkway too plenty of condo is rising around this station will be a busy one in the near future
4 years ago,transit to kajangvery good facilities
7 years ago,first experience in kuala lumpur malaysia riding the mrt must say very impressed has travelled all over the globe using so many as compared this is up to par
6 years ago,mrt maluri is well equipped train station at central kl it is junction of lrt also very much croud at office time the station is accessible for disabled people train accepts mrt card rapid kl card touch n go card etc or you can buy …
6 years ago,many entrances and exit for various locations and is connected to ampang dental lrt line the only negative side is the man sitting at the front i dont really know what are his dutiesis constantly on his mobile and very loud at it
6 years ago,standard public transport the rapid bus frequency here is a little low i might say but arent they all the same elsewhere lol the mrt station itself is ok not enough dustbin though
5 years ago,clean station with polite staff give so much of a good impression compared to other train stations hope that everyone would keep up the good work
6 years ago,i have a good and smooth ride to maluri station my destination is to sunway velocity shopping mall which is a short minutes walk from the mass rapid train station sunway velocity mall is worth visiting they are many food stalls and shops
7 years ago,very nice clean fresh and modern rapid transit station experience than the original maluri star lrt station mrt transit speed is much faster than the existing rapid transit in klang valley much better than ktm when want to go to kajang station
3 months ago,the coldest mrt wonder why the aircon is so low
6 years ago,another station that connects towns between sungai buloh and kajang its also another convenient alternative for maluri residents to get around the town other than using lrt it connects to lrt maluri where commuters can just walk through …
5 years ago,near to subway velocity my favourite mall to go dating hahaha overall nice and clean gonna come again next week
2 years ago,expectrd to have more people here bcs its a transit train no aircond inside station quite hot please bring your fan  …
5 years ago,a good location to transit to ampang line where you could hop on to double decker bus to lead you to ampang point for a good bowl of delicious taiwan tender beef noodles try it out you will never regret value for money with …
5 months ago,mrt station that was linked to maluri aeon mall
7 years ago,clean and convenient especially if visiting sunway velocity need not cross the road as theres a cover walkway all the way to the mall
6 years ago,maluri mrt station is one of the busiest station after bukit bintang station as its an interchange station with lrt ampang line and commuters board from surrounding popular malls like sunway velocity and also aeon maluri its clean and spacious for huge volume of passengers move around during peak hours
7 years ago,still under construction cant wait
a year ago,clean n friendly environment easy access for public transport
6 years ago,another great spot as it interchanges with lrt ampang line once you interchange to the lrt ampang line it is just stations away sunway velocity and aeon maluri is nearby so it is a perfect spot for shopping folks there is aeon max …
a year ago,clean bright modern and spacious walk to sunway velocity mall …
7 years ago,escalator too fast surau doesnt have clean lane too walk without slippers between ablution side and praying area
6 years ago,love it close to aeon mall and have bus that connect kl to kajang area the toilet always clean
6 years ago,take note of gate d if you are in the process of taking a grabcarmycar heading elswhere that will be the easiest exit from the station it is good to see ample car parks all around the stat
6 years ago,the platforms are easily accessible signboards are minimal and helpful car parks are spacious and arrivals are timely
2 years ago,clean and comfortable station airconditioner learn well everytime thank you for make my way of go working and back
7 years ago,first time here and im amazed with the built very nice station under the ground hopefully it gonna stays this awesome without any vandelism
7 years ago,the mrt maluri is a very big underground station which link to rapidkl maluri going to ampang or chow san lee the station has all facilities needed for the able and disable to move easily the help desk counter offer their services as long as the train is on service
5 years ago,close to sunway velocity and aeon maluri good place to get on also if you want to go to bukit bintang as there will be a station dropping by at biking bintang from that station by taking the train to the direction to sungai buloh
6 years ago,from here you can go to sunway velocity or aeon maluri just by walking the malls are in walking distance and the road was well built to protect from basic rain and sun
3 years ago,easy travel to go all around kl mrt train station even u will get food shopping just few steps aeon mall together
5 months ago,very good
a year ago,clean and proper underground station quite crowded even offpeak hour
5 years ago,clean systematic cold aircond and convenience
3 years ago,the mrt stesen very clean and so near to aeon mall entrance meter connect with stesen good luck every one
2 months ago,good and beautiful 🤩 …
2 years ago,beautiful build new mrt project its awesome environment graceful stations everything is best  …
6 years ago,what can i say its a subway station just make sure your card is tagged properly sometimes it beeps and let you through but card didnt register tell the fellas there if funny things like this happens
6 years ago,easily accessible it is connected to lrt rapid kl which you can basically go anywhere around kl with also got mall nearby aeon n sunway velocity
3 years ago,mrt maluri where you can make interchange to lrt ampang line if you want to shop you can stop by at aeon taman maluri which been connected builtin with the mrt
7 years ago,really clean and well air conditioned really accessible when you touring around the city of malaysia
7 years ago,not far from this station is a huge mallwhen you are tired sitting in mrt what say if u have a good cup off coffe there
4 years ago,a very clean mrtnear to aeon malurisunway velocity and mytown during the mco they make sure to sanitize it regularly
7 years ago,so good
6 years ago,another spacious mrt station this station is interconnected between lrt maluri aeon taman maluri and mrt maluri airconditioned as usual probably a good place for backpackers to chill and rest
7 years ago,its clean a bit cold there but still acceptable transit of lrt ampang line there are also walk way to sunway velocity mall and aeon
2 years ago,do you want to visit one of best food stalls dont go anywhere just arrived the mrt maluri …
3 years ago,the service is good and you can switch trains here like to ampang line and also to kajang
5 years ago,i always come here to visit ikea cheras love the clean area and this place sounds so peace for me
a year ago,mrt maluri is quite pack in the morning and evening during going to work and back from work
a year ago,great nice station nearby aeon bigmaluri and sunway velocity mallmaluri
3 years ago,it is a interchange stations to lrt ampang line and have easy access to aeon maluri shopping mall
7 years ago,exit a for aeon maluri sunway velocity no walkway exit b is for miharja apartments and condo sunway velocity covered walkway and overhead bridge exit c is the walkway link to maluri lrt station exit d is for parking lot next to bus depot
2 years ago,interchange to lrt maluri and also access to aeon maluri it got prayer room inside mrt maluri spacious place
5 years ago,clean and nice its convenient to access to shopping centre such as sunway velocity and mytown cheras
4 years ago,this mrt station provides transportations from kajang to sungei buloh with several stopovers inbetweens conveniently located
2 years ago,goods complete and reasonable prices convenient transportationfree delivery wifi whole complex
a month ago,great place
7 years ago,clean and very nice hopefully they can maintain this for the coming years its really benefiting the people here
5 years ago,its conveniently located the trains are always on time and tickets are reasonably priced highly recommended
2 years ago,convenient to visit aeon and sunway velocity a stones throw from each other
5 years ago,new clean and tidy mrt station with direct exit to aeon and a link to the sunway velocity mall
2 years ago,today was my second visit to this mrt maluri station having been to this station for the first time early last year this maluri mrt station is located underground
6 years ago,very near to sunway velocity jusco maluri only at the side the only complain is the escalator too fast might have problem for elder people
7 years ago,new beautiful and modern architecture design station and its located near attraction and other public transport stationexchange station lrt ampang line
2 years ago,direct access to aeon and connections right up to kajang sheltered and safe
5 years ago,the nearest mrtmall aeon maluri very convenient but the toilet is dirtier than any other mrt
11 months ago,good and big place for many people
7 years ago,good place very clean but can be a bit difficult to navigate especially the lrt from the mrt
5 years ago,lucky transportation are convenient nowadays thanks to the person who approved the latest transportations for the convenience of many
7 years ago,yesterdayrd of the escalator not even months of service already out of service  how can it be we dont expect older people to walk down the stairs etcor even have to find out where their lifts are located …
7 years ago,you can transit to lrt from this station you can also go shopping to sunway velocity mall and aeon taman maluri and you also can go to kajang by taking bus from this station
5 years ago,station to aeon maluri sunway velocity
7 years ago,an mrt station with an interchange line to maluri lrt ampang line through exit d go through exit b that will have access to a linked walkway to sunway velocity mall
7 years ago,a quite crowded place where people exchange train
5 years ago,clean well organized easy access to the aeon taman maluri and lrt ampang line
2 years ago,maluri lrt is good and perfect especially for those who want to travel far it is peaceful and clean
a week ago,nice
a year ago,just nice the workers there are quite friendly too
3 years ago,from here you can take lrt going to ampang station and the tunnel start here and finish at pasar sini station
5 years ago,now they inter connected with aeon jj maluriso bye bye outside world with the road busy super hard to across the road
5 years ago,daily commute able to connect to lrt line and within walking distance to maluri jaya jusco and sunway valocity
5 years ago,very easy to get to and fares are well worth the commute to work in the city and for travelers
5 years ago,this place is clean and toilets are clean however signage is not so clear in providing directions
2 years ago,male toilet need some attention faul smell
7 years ago,no shade for walking path to aeon jusco sunway velocity viewed from maluri station
2 years ago,clean train station but very limited places to sit while waiting for the train
5 years ago,huge and clean and the air condition is very good damn cold
5 years ago,very nice design lots of malls around here
5 years ago,during rainy season the floor always wet especially at the crossing to mrt station from lrt
5 years ago,clean n comfort easy to go aeon maluri
2 years ago,you have arrived at station maluri interchange between ampang line
6 years ago,wow very interesting experience convinian cheap n fast
2 years ago,clean and fast with very accurate timing
3 years ago,very easy to get a grab or taxi once you exit from mrt
4 years ago,less passenger good for social distancing
7 years ago,the station is connected with maluri lrt station outside the station is aeon supermarket
4 years ago,good place toilets look new …
7 months ago,this strategic beautiful interesting maluri mrt station needs to be taken care of with us avoid vandalism such as soiling damaging public use installations appreciate all the welfare given by the government
5 months ago,the worst service in the morning people are already queuing up to buy tickets tell them to go to the machine to eat blind wages how to increase job opportunities there is no good attitude people are rushing quickly hurry up for people to buy tickets if you are lazy go home from work
2 months ago,tng card says rm but the counter says rm is it possible for enlightenment
4 months ago,connect directly to aeon maluri at gate a
7 years ago,mrt sungai buloh kajang operated few station names are confused medeka mrt plaza rakyat lrt ampang muzium negara mrt klsentral lrt kelana …
2 years ago,comfort broad environment the station environment is broad comfortable
6 years ago,if you want to go for a walk maybe the mrt could be a means of public transportation that you should try i often take the mrt from bukit bintang to maluri to go to the pgrm tower the faremining is not expensive only rm …
a year ago,🟥🟥🟥🟥🟥🟥🟥🟥🟥 mr please take strict and physical action against the men who sit in the womens coach …
4 years ago,the most beautiful thing my eyes have ever seen i have lived in moscow for years this train is times more beautiful than the moscow monroe you can see the city every day from a height of metersamazing
5 years ago,mrt is the best after work in the afternoon there is a seat you can go to the station like tertidoo walauwei acond is strong and cold
3 months ago,you can connect to the lrt line there are many shopping malls near the station
a month ago,really beautiful like the other stations🤞 …
6 years ago,maluri station is served by the mrt sungai bulohkajang line sbk line and the lrt ampang line in addition to the longestablished aeon maruri store nearby the new shopping mall sunway velocity is also within walking distance
7 months ago,very new and beautiful
3 months ago,exit a can directly enter the shopping mall
6 years ago,very comfortable and user friendly the best
3 months ago,the air conditioner is super cold and the place is costeffective
a year ago,the station is quite spacious please ask if you encounter any difficulties helped very friendly
11 months ago,koai ⇌ is connected within the station making it easy to move around the walking mark is quite far …
5 years ago,the public facilities provided are very satisfactory the toilet is also very clean the mrt environment is also difficult to see litter in addition the staff are also very friendly and make the passengers journey easier
5 years ago,its nice clean and cold its enough but there are a few chairs when a lot of people take the mrt theres no room to sit and wait
3 years ago,escalators need to be maintained regularly because some are not working for a long time this is sad considering this mrt station is still new
6 years ago,the station is very convenient parking is easy comfortable only the counter to buy tickets for the elderly and disabled is out of sight and there is no sign board
4 years ago,this station is directly connected to aeon mall and there is no need to leave the station to go to the mall or the transit station to go to kajang
5 years ago,memories of this place commuting to work in the morning i feel like a korean drama actor when im here ummm nest hae
3 years ago,this place is very neat and clean the counter keeper is also very friendly and helpful his people are not arrogant at all very easy to ask for directions
a year ago,clean nice but no place to sit there are but not many
3 months ago,the best store
4 years ago,one of the mrt stations on the kajang sungai buloh line which is underground this station is connected interchange station with maluri lrt station nearby shopping complexes are aeon taman maluri and sunway velocity apart from that cheras district head office ipd is also close to this station
3 years ago,attention you are required to wear a face cover at all times at the station and on the train together we break the nineteen covid network
6 years ago,close to aeon and sunway velocity shopping centers walk m transit station to ikea cheras or kl sentral
5 years ago,beautiful if one person is moving i recommend it but if there are more than two people i advise taking a taxi or a taxi because it is cheaper and faster
5 years ago,it is a firstclass transportation hub directly connected to shopping malls and supermarkets and there is also sunway mall next to it a popular place with everything you need
2 years ago,it comes every to minutes very fast and rarely causes system damage
5 years ago,the transportation location is very convenient and there is shopping just outside the mrt head transfer station
5 years ago,fix the chairsdirty and not enoughrapid staff smoking cigarettes inside the shopdont care about the public
5 years ago,maluri mrt station located in taman maluri cheras this station is the interchange station to the rapidkl lrt ampang line and rapidkl bus hub is stationed directly opposite the maluri lrt station at jalan cheras as their main bus hub to …
a year ago,the escalator to take the bus is often broken
5 years ago,transport in kl is getting cooler but sometimes it is disturbed by immigrants who like to beg
2 years ago,clean neat and orderly
2 years ago,convenient and fast
3 years ago,best because you can go to aeon maluri directly from this mrt station aeon maluri like there are guys
2 years ago,a comfortable place for passengers to get in and out
6 years ago,most like mrt maluri because the place is very cool users prefer to ride mrt from maluri
2 years ago,to get to the pgrm tower jalan pudu ulu exit door d
7 years ago,east for people staying at ampang lrt ampang line interchange to mrt sgbuloh kajang
4 years ago,clean and comfortable areas including surau toilets and mrt platforms
5 years ago,everything is okonly the staff service is less than satisfactory
5 years ago,the best midah garden staff polite even though there are many customers thank god
a year ago,comfortable atmosphere
7 years ago,i filled the islamic university and what happened to it beautiful places and more beautiful nature
3 years ago,just walking distance if you want to go to sunway velocity mall
10 months ago,waiting for too long delaying things
5 years ago,overall ok if you want to connect to lrt its a bit far
7 months ago,bus depot
5 years ago,neat big clean but its quiet take care of women
3 years ago,the air conditioning is very cold and there are no crowds
5 years ago,fast clean and sophisticatedthose are the characteristics of all mrts here …
7 years ago,cool fast
a year ago,you can go to sunway velocity and aeon taman maluri
4 years ago,aircond is cold he cant talk
6 years ago,its been a few years since it opened so its clean
7 years ago,best interchange station for mrt and lrt to go to klcc from kajang
5 years ago,one of the best mrt companies in malaysia
6 years ago,the first time was confusedexchange to ampang lrt
6 years ago,kajang friends can also visit velocity mall
7 years ago,the notice board has clear instructions and the environment is clean not bad
5 years ago,connected to maluri and aeon lrt stations
a year ago,escalators often break down
2 years ago,comfortable clean
4 years ago,transit to mart bandar tun hussein onn
5 years ago,clean and never had any problems near the mrt here
5 years ago,yes the transfer station is from mrt to lrt
2 years ago,clean and cool
4 years ago,the signage is still not friendly to newbies
2 years ago,okay
2 years ago,its just ok
7 years ago,very convenient transit lrtmrt
3 years ago,choose door b
4 years ago,easy and comfortable
5 years ago,very confusing indicator brand causing guests to be very messy
7 years ago,interchange station between sg buloh line ampang line
4 years ago,i always take the mrt and always get off at maluri
3 years ago,star mar station
5 years ago,changing station kajang line and sg buloh
5 years ago,the air conditioner is very cold a few are out
2 years ago,complete facilities with clean surroundings
2 years ago,very convenient connected to the shopping mall
5 years ago,very comfortable conducive atmosphere
5 years ago,strategic location clean neat and comfortable
10 months ago,the experience was very good
7 years ago,transit lrt maluri to mrt kajangbuloh river
a year ago,often can’t keep up with too many people
a year ago,very good
7 years ago,nice comfortable and spacious
a year ago,faster travel
5 years ago,the cleanest place in malaysia
3 years ago,best clean excellent service
5 years ago,facilities are okeasily affordable
7 years ago,premium facility for malaysians
5 years ago,safe and advanced route
7 years ago,used almost every day
10 months ago,best
5 years ago,taman maluri station so beautiful
2 years ago,yametehhhhh ahhh yaaaaaaametehhjhjhhhf
4 years ago,okay
4 years ago,cleanliness is even better
6 years ago,difficult to understand as there is no information board in the basement
a year ago,comfortable
a year ago,baikal
11 months ago,nice shores
4 years ago,super convenient save time
a year ago,convenient and clean
3 years ago,the place is clean and tidy
a year ago,best
6 years ago,its nice to be able to ride mrt
a year ago,very convenient
2 years ago,ordinary public transportation
6 years ago,clean and comfortable
2 years ago,excellent service
4 years ago,very convenient
5 years ago,good and smooth
3 years ago,okay place
5 years ago,rapid kl
6 years ago,clean easy access
5 years ago,great for transportation
a year ago,link with mall
4 years ago,strategic location
5 years ago,good best
7 years ago,interchange station for mrt and lrt
7 years ago,the service is good
2 years ago,first class
3 years ago,ok the
2 years ago,nut
3 years ago,comfortable
4 years ago,okay
4 years ago,charges
3 years ago,clean
4 years ago,excellent
4 years ago,clean
7 years ago,nice environment
4 years ago,satisfying
2 years ago,good
6 years ago,good luck
5 years ago,i dont know
5 years ago,convenient
4 years ago,convenient and fast
6 years ago,convenient
3 years ago, …
5 years ago,maluri park mrt
7 years ago,comfortable
7 years ago,good mrt
6 years ago,big train station
a year ago,maluri mrt station
6 years ago,shiny
