date,cleaned_reviews
6 years ago,very convenient but soo pack with cars parking on the road side traffic is always congested here
5 years ago,people park in the way for the bus so it will be hard for the bus driver to navigate its also near to a market place which makes the traffic congested sometimes
8 months ago,very good
5 years ago,no particular reason it has a semi covered park and ride my news which sells the japanese bun and onigiri
3 years ago,nice view but quite isolatedbut ok la
6 years ago,so far so good clean environment and friendly staff
7 years ago,not maintain well you can find more then a dozen fire estiguisher than a trash bin
6 years ago,clean and since its near you vista residence its convenient for those living there
6 years ago,good public transportwe need use for alternative transport to away from trafic jammerused nicely
4 years ago,fans always not on and of the escalator is not in working condition like abt a year already
5 years ago,lack of parking space arrogant drivers mrt users always park illegally everywhere even both side of lanes causing slow traffic over there
3 years ago,very convenientyou just walked a few distance from mrt taman suntex to market suntex
5 years ago,if you want to go to hulu langat you can stop here very near to pasar basah taman suntex
6 years ago,parking a bit of a hassle and pretty expensive too if you want to park inside gotta use tng
6 years ago,mrt feeder punctuality need more improvement please put up a timetable on your website
3 years ago,the area is kept clean and is sanitized frequently
5 years ago,nowadays so much convenient to all the residents in cheras with the existence of mrt transportation
2 years ago,barren with barely any travellers white elephant or maybe i travelled off peak
2 years ago,cant even top up lol trash place even the service itself is trash
7 years ago,excellent efficient and clean reliable shuttle bus services
4 years ago,all is conveniece except there is no free parking space
5 years ago,beautiful place for waiting and good service for travelers
4 years ago,perfect spot that will make you forget about outer world
5 years ago,the train sometimes fastnot for babies n young guys
5 years ago,centralized public transportation easy for grab and punctual mrt interchange buses are available
6 years ago,nice station but lack of car parks
5 years ago,there batu pasar nearby u can drop by here and go to local morning market
4 years ago,clean good service by mrt staff thank you
4 years ago,price good but not many choices
5 years ago,this is a park and ride we went there on a saturday parking space is ok on that day
5 years ago,the lift is still out of order for almost months now
4 years ago,clean mrt station however no convinience shopfood nearby
6 years ago,accuracy map arrived there exactly on time as shown in google map
6 years ago,very clean and smooth traffic at least
6 years ago,very nice place neat and clean
4 years ago,parking is always full but waiting space u can get
6 years ago,very convenient comfortable fast reasonable price
6 years ago,nice and many of parking available
7 years ago,convenient for resident there not for traveler
7 years ago,beautiful public place thank to the government
6 years ago,average facility not enough car park slot
7 years ago,new station dont really have things to say about this place just yet
7 years ago,the nearest mrt station to hulu langat th mile town
6 years ago,got parking now later if more people hard to search
4 years ago,very nice and good place
5 years ago,nicenew train organise well
5 years ago,very big station but very very limited parking 🤦 …
6 years ago,nice environment train came on time
2 years ago,spacious and breezy on time
6 years ago,gets wet from station to car park and drop off pick up
4 years ago,conveniencegot mrt bus straight to mrt station
7 years ago,this mrt station boosting up the mobility of people who live around
5 years ago,clean and well connected station
6 years ago,very well strategically placed
5 years ago,its good trust me
5 years ago,conveniance to those from hulu langat area
3 years ago,clean and nice place
3 years ago,clean and well run station
4 years ago,mrt is the best way to get around selangor
7 years ago,need more parking lot
5 years ago,the car park not many parking lots
7 years ago,very easy to communicate in all places
6 years ago,car park is not expensive
6 years ago,love it clean and quiet
2 years ago,good clean
6 years ago,mrt station located next to the market at batu cheras
5 years ago,convenient clean with easy directions
3 years ago,ulu langat here we go
5 years ago,clean and well maintained
6 years ago,area quite dangerous less people
5 years ago,very clean and convenient
7 years ago,definitely a good public transport
5 years ago,clean good service
6 years ago,very easy to go to cbd
3 years ago,not bad
4 years ago,nice place to visit
5 years ago,not enough parking space
6 years ago,everything is fine clean
7 years ago,clean n good
3 years ago,very good
4 years ago,drop of point is quite dangerous
5 years ago,good mrt
5 years ago,small town big condominium
5 years ago,best place ever
5 years ago,escape jam …
6 years ago,very prompt service
4 years ago,very nice
5 years ago,new clean comfy
6 years ago,lack of car park lot
7 years ago,high class transport service
4 years ago,no problm
5 years ago,weekly places that have to go
5 years ago,clean and friendly staff
2 years ago,nice and cozy
7 years ago,clean good excellent
3 years ago,limited parking area
6 years ago,shuttle bus frequently late
4 years ago,no free parking
5 years ago,no comment haha
7 years ago,price too expensive
4 years ago,nice station
2 years ago,my historical place
7 years ago,great rids
5 years ago,quite clean
4 years ago,efficiency at its best
4 years ago,never taken the mrt
5 years ago,lets ride
6 years ago,good environment
2 years ago,as busy as a bee
6 years ago,lack of parking lot
6 years ago,thank you
5 years ago,good facalities
3 years ago,clean mrt station
5 years ago,decent place
7 years ago,great facilities
6 years ago,very clean
6 years ago,standard mrt station nothing more
5 years ago,nice and neat
6 years ago,good place
3 years ago,easy peasy
5 years ago,mrt nice and cheap
2 years ago,clean mosque
5 years ago,clean easy
3 years ago,peaceful
6 years ago,ok
6 years ago,very good
4 years ago,best
6 years ago,excellent
2 years ago,clean
4 years ago,my homeland
5 years ago,clean station
5 years ago,easy transportation
5 years ago,strategic location
6 years ago,mrt station suntex
4 years ago,cleanliness
6 years ago,public transport
6 years ago,travelling
5 years ago,very convenient
6 years ago,very nice
6 years ago,good
2 months ago,the toilet is dirty and rotten
3 years ago,keene walk a little if you want chicken bro
a year ago,to the staff at the counter please turn your ears a little deaf they topup tng rm and topup tng aq rm they should blame aq xckp while x aq da ckp topup rm
4 years ago,clean place best service
2 years ago,this mrt is beautiful dear there is no parking available which becomes an eyesore the selangor state government does not take care of the cars here parking until the traffic light until closing the vehicle path the government of …
a year ago,dont be fooled by the price list at the entrance to the parking space there was more than four yuan there i thought it was more than four yuan a day i left it for one day and when i picked up the car the next day the parking fee was …
a year ago,suntex park …
5 years ago,first time try alhamdulilah very easy down under the platform there is a rapid bus ready to wait car parking facilities are also available for those who want to work
6 years ago,everything looks clean and tidy
2 years ago,there is an mrt electric train station which is very convenient for shopping in the mall
5 years ago,among cheras it is truly quiet and peaceful in korea it is like a small town a little more quiet than suwon
6 years ago,the motorbike parking here the car parking is always full and paid parking parking on the side of the road will be delayed by mpk
6 years ago,there is no parking nearby but there is mamak pasar pagi right away so it is convenient to find food
5 years ago,elegant environment and convenient transportation
5 years ago,second car slps mom and dads car fast n not crowded every minutes there is a mrt dont rush
5 years ago,ok its a bit busy in the evening and the street is narrow because cars are parked between two streets
5 years ago,it’s very convenient to go there there are supermarkets and markets nearby it’s a really nice place
3 years ago,clean and comfortable even during this covid sop awake
4 years ago,stateoftheart and modern mrt station just opened efficient management smooth and very userfriendly
6 years ago,you have to pay to park your car if you want to park for free park outside on the side of the road
4 years ago,the surau is ok the toilet is ok the place to buy coins is okeverything is ok
7 years ago,there is no aircon just a fan to save money
5 years ago,a comfortable and tidy place a fast train to your destination
7 years ago,the floor is large clean and beautiful and the transportation is convenient
5 years ago,send grab customers here have never taken the mrt …
4 years ago,the surrounding area is very clean  …
6 years ago,transit stop for mile hulu langat and sg serai
6 years ago,the latest mrt station around kuala lumpur for the surrounding population
4 years ago,comfortable surau toilet place to wait for train arrival
6 years ago,its really inconvenient to be in the next subway station when it rains
6 years ago,the mrt station is clean and comfortable for tourists there is a helpinformation service
5 years ago,places worth visiting past and present
3 years ago,comfortable and orderly seata attractive
6 years ago,clean place friendly service at the counter
4 years ago,the escalator at the mrt is broken
7 years ago,his bus feeder only reaches kemacahaya park
5 years ago,always go with husband now with children
6 years ago,parking here is not enough for mrt users
4 years ago,its only minutes from kajang stadium
5 years ago,it is better to close it later at night open hours
5 years ago,can you walk
5 years ago,close to residential park suntex market suntex week
5 years ago,nearest mrt to madrasa tahfiz miftah ul ulum hulu langat
2 years ago,a place you must pass every day opposite is the morning market basha
6 years ago,its easy to go anywhere just take the mrt
7 years ago,this is my first time at this site i hope i can stay longer
6 years ago,the place is clean ventilated and conveniently located
6 years ago,mrt big convenient toilet and surau
7 years ago,good and fast transportation
4 years ago,happy to be near public transport is also happy
4 years ago,very few places to park
5 years ago,the transportation you need to go to work every day  …
4 years ago,mr raman suntex is very clean
4 years ago,clean and organized
6 years ago,mar
5 years ago,it seems to be clean
2 years ago,good
5 years ago,the best place
6 years ago,lots of flat packing facilities
5 years ago,ok again
5 years ago,also a utility drivers license yes yes yes
2 years ago,taman suntux cheras mrt
6 years ago,a lot of construction truck jams
6 years ago,nice and easy
6 years ago,all there
4 years ago,ok ok aje
2 years ago,best
6 years ago,ok thats fine
5 years ago,close to taman suntex market
5 years ago,i always come here and there
4 years ago,nice mrt taman suntex
5 years ago,great
3 years ago,mediocre
4 years ago,theres a manager
5 years ago,located in cheras selangor
2 years ago,best mr
6 years ago,no parking space
6 years ago,very efficient
2 years ago,very convenient
2 years ago,best
5 years ago,batu mrt
7 years ago,convenient and fast …
3 years ago,best
5 years ago,very convenient
5 years ago,crazy big
3 years ago,steady
5 years ago,good
5 years ago,best
5 years ago,clean
3 years ago, …
5 years ago,the best
6 years ago,tired
7 years ago,reasons
6 years ago,noxfolk
4 years ago,mr suntex cheras
6 years ago,big station
6 years ago,typical mrt
7 years ago,in progress
3 years ago, …
6 years ago,comfortable
