date,cleaned_reviews
6 years ago,direct link to office tower car park and ecurve
5 years ago,parking area has lot of rubbish
6 years ago,the only mrt station with free feeder bas station
2 years ago,good place neat
6 years ago,if you want to ikea and the curve
2 years ago,good
7 years ago,very nifce stationvery friendly staffs
7 years ago,v nice and update facilities
5 years ago,nice and clean station
a year ago,can la
6 years ago,best way to get around kl
5 years ago,mrt stations are always nice
5 years ago,very very good got musolla
6 years ago,very convenient and clean
2 years ago,easy to get around
4 years ago,clean toilet clean musollah
7 years ago,nicely designed mrt station
7 years ago,to me it was so fantastic
6 years ago,clean convenient station
5 years ago,easily accessible to the malls
2 years ago,nice and clean
5 years ago,another project by bn government
5 years ago,breezy on platform nice
3 years ago,near to station 
7 years ago,it has e and pappa rich
5 years ago,clean area and ok
5 years ago,nice friendly staff
4 years ago,good jobs
2 years ago,this is mrt station so this is it
4 years ago,best place ever
6 years ago,ikea the curve and ipc
7 years ago,very nice
5 years ago,clean and reliable mrt
7 years ago,clean complete facilities
a year ago,awesome
7 years ago,really nice mrt station
6 years ago,impolite staff at the counter
5 years ago,good station
7 years ago,nice
6 years ago,accessible to everyone
5 years ago,nice and clean
5 years ago,nice comfortable
5 years ago,punctual
2 years ago,ok
6 years ago,clean and convenient
6 years ago,good facilities
5 years ago,nice transportation
2 years ago,good
4 years ago,verry nice
5 years ago,gpod and spacy
5 years ago,nice
5 years ago,fine
6 years ago,very gooooddd
7 years ago,long walk way
6 years ago,cool
5 years ago,quick transport
2 years ago,clean
6 years ago,new and tidy
5 years ago,wow
a year ago,good
5 years ago,convenient
4 years ago,good
6 years ago,good
6 years ago,nice place
7 years ago,nice
2 months ago,small shrine crowded in the evening quite hot
7 months ago,mrt managementwe will take action on your staffthe man cant remember his namedidnt he give topup at the counter eating a blind salary can he say that he cant topup here well he doesnt have to work wow for the children to feed the wife
4 years ago,during the covid season its quite crowded with only one platform working i dont know if its just today or the whole covid season but the mrt staff and also the police are very helpful in making sure things run smoothly if you are
2 years ago,mrt stations are generally clean spacious and comfortable for users only going to mutiara damansara then central atrium which is closedrenovated on the way to the curveikea
a year ago,ok the place is easy to relax by the curve and ikea streets
7 years ago,its just an ordinary subway station located in the curve shopping mall there is also the famous tesco hypermarket nearby as well as threestar and above hotels
6 years ago,a spacious and comfortable station easy access to ecurve the curve ikea damansara
9 months ago,clean and comfortable
a year ago,estimated km plus from gate c mrt mutiara damansara to desa mutiara apartment
5 years ago,i like it to be very clean but there are too few chairs to sit on
5 years ago,beautiful and satisfying
3 months ago,generally
2 years ago,no train station in germany is so clean
5 years ago,there is no such clean train station in germany
7 months ago,good
7 years ago,mrt mutiara damansara station link to curve mall
3 years ago,considered ok
3 years ago,clean and comfortable
3 years ago,ok fine
6 years ago,watch out for a lot of police
6 years ago,pleasure to deal with
5 years ago,love it
6 years ago,from merdeka mrt to mutiara damansara
4 years ago,best
6 years ago,love mrt
7 years ago,very comfortable
5 years ago,not air conditioned
4 years ago,good
6 years ago,rate
4 years ago,khordo
7 years ago,convenient
7 years ago,mrt yo
