date,cleaned_reviews
5 years ago,its still quiet but thats because its new
a year ago,best with home  …
6 years ago,clean place and good staff
6 years ago,thank you dato seri najib
6 years ago,this is not the first time and it’s still interesting
6 years ago,a place that is not crowded parking limited
6 years ago,mrt station at sri raya around batu cheras
5 years ago,dont be generous
7 years ago,just a visit
6 years ago,suitable and tidy public facilities
5 years ago,there are many grab orders here
7 years ago,nicely opened mrt station in cheras area
6 years ago,this is cheap transportation in malaysia
4 years ago,clean and user friendly
5 years ago,ease of sightseeing
3 years ago,nice mar
6 years ago,just for the mrt station
5 years ago,transportation home from school
5 years ago,every day we go through
6 years ago,camp boh
5 years ago,i want to make you angry
5 years ago,so do you want to review it
7 years ago,parking is not ready
7 years ago,comfortable here
7 years ago,next to my work place
5 years ago,mrt station clean
6 years ago,the environment for taking the mrt is pretty good
5 years ago,i always come here
6 years ago,dusty
5 years ago,mrt can
4 years ago,close to home
6 years ago,mrt the
7 years ago, …
7 years ago,go every time
5 years ago,fine
4 years ago,best
5 years ago,do it
5 years ago,okey
6 years ago,kajang
7 years ago,easy
7 years ago,clean
6 years ago,good
7 years ago,very convenient
5 years ago,its proximity to my residence
4 years ago,very nice
7 years ago,nice mrt station
5 years ago,sharp
5 years ago,well enough
6 years ago,convenient
5 years ago,mature transportation
7 years ago,vy convenient
5 years ago,mrt
7 years ago,general mrt
5 years ago,mr station
6 years ago,typical mar
6 years ago,sri raya mrt
