date,cleaned_reviews
3 years ago,this station has a link with tropicana garden and the shop lot area the bank is very close just to minutes by foot
11 months ago,clean and tidy not too crowded station
5 years ago,clean and comfortable very close to banks and shops in surian the rapid bus also stops at this station
3 months ago,near mrt station
3 years ago,currently because mco keeps coming some stores are still not open such as theaters
a year ago,ok just like other mrt
5 years ago,great way to travel around selangor and kuala lumpur
7 years ago,new mrt station in between sungai buloh and kuala lumpur
4 years ago,kajang sg buloh line stops to utama
5 years ago,because i always wait for the bus here
a year ago,just wow
10 months ago,staff damp
4 years ago,comfortable and comfortable can be relied on
6 years ago,forward dear rising country beloved malaysia
5 years ago,very good transportation and cleanliness
4 years ago,beautiful and clean
5 years ago,good basic public transport facilities
4 years ago,the staff named fatin is rude
5 years ago,metro station to giza mall
5 years ago,conveience for sunway square
3 years ago,fine
6 years ago,the environment is very clean
4 years ago,comfortable and pleasant
11 months ago,the environment is average
4 years ago,erm
4 years ago,clean surau
4 years ago,flea
5 years ago,beautiful
a year ago,the station is okay
5 years ago,china is messy
