date,cleaned_reviews
a year ago,final stop for the kajangkwasa damansara mrt line st time here and its nice and breezy with lots of outdoor parking space cars are unprotected from the hot sun though
2 years ago,nice station easy to exchange to sg buloh lane as the platform are placed next to each other clean station clean toilet also got many seats and mrt always have nice staffs
5 years ago,facility in the station is superb unfortunately the surrounding can further be improved lighting for feeder bus taxi stand need more lighting for safety of waiting passengers cctv systems in those areas public parking bays are essential nowadays please dont wait for mishap to happen to consider budget 
a year ago,best to have this mrt line that also links to yellow line putrajaya line
a month ago,it was nice but instead of happiness just
6 years ago,a relatively quiet mrt station not many people are fully utilizing this station at the moment but this might change in the future as housing developments are underway in the surrounding area carpark is quite dimly lit at night there is
a year ago,im not used to trains yet but using it recently was fun for the most part it was smooth and no crazy complications just gotta get used to knowing how to buy a ticket the smart way
a year ago,easy and convenient for people go to kl city
a year ago,unlimited parking space super cheap parking fee it was just rm per entry not crowded and less waiting time
8 months ago,a great place to avoid all the congestions at kwasa sentral mrt station
6 years ago,good and modern transportation station mrt trains come on time helpful staff to help you with ticketing and journey enquiries policeman presence on the platform to make you feel safe during off peak hours parking spaces are plenty flat rate rm per day parking fee if you are using park and ride
10 months ago,very good very convenient clean toilet and surrounding friendly staffs and information friendly
2 years ago, kwasa damansara is the transit station for you to get to kajang line it was the last station for mrt laluan putrajaya mrt laluan kajang all of the facilities are still in great condition glad that we could have mrt in our public
9 months ago,overall ok main issue is the male toiletomg so bad pls do something about it
2 years ago,this morning was my first time patronising this mrt station as previously on numerous occasion whenever i took a ride on this mrt train service i wud stop at kwasa sentral ie one station before kwasa damansara before proceeding to klinik kesihatan kota damansara
2 years ago,interchange for kajang and putrajaya line if only the timing of trains can be better so that passengers can walk across the platform and change trains rather than seeing the opposite train leaving as they arrive and have to wait minutes for the next train
9 months ago,good ride but male toilet needs to be done up properly
2 years ago,have ample parking space for anyone making a trip to putrajaya line and kajang line the farthest point putrajaya line as at mrt kg batu only toilet surau lift and escalator is available
5 years ago,this station is spacious and comfortable washrooms are clean prayer room is available not big but comfortable parking space is also spacious even without roof
9 months ago,at night it very dangerous to walk alone to parking area no security officer at sight
2 years ago,newly opened putrajaya mrt line at the last stop before we can transit to the next kajang mrt line ride is comfortable and place looks clean now
a year ago,great place and clean however most of the toilet was out of order many mrt station toilets was out of orser for long times
a year ago,very clean well kept station with ample parkingconvrniently located
4 months ago,toilet clean plenty parking space
2 years ago,mrt station looks good but a male workers attitude is so bad and emotional that make i choose to leave immediately after talking to him without taking the mrt today
2 years ago,the end of mrt line here and exchange of putrajaya line on the opposite side usually mrt to putrajaya did not have many users many seats available since its the first station to putrajaya line
5 years ago,the most deserted train station i ever been i was the only person who took the ride from the station there was a person at the counter and a cleaner i love it but scary woohohohoho
a year ago,nice public transport place
2 years ago,everything is easy to find and receptionist are really friendly and willing to help you out there was one time when i couldnt find my way i was talking to the counter person i couldnt hear him so he run and come out soo he could guide me really friendly 
2 years ago,if youre doing a transfer make sure you aware of the last train or youre ending up getting a grab which is really hard to get especially over pm take note
5 years ago,my most favorite starting mrt station i like it here more than sg buloh sbk station as there is less people here and the parking is abundant and free lastly as it is the fourth station if pick here as starting station the rate is also cheaper
10 months ago,need to have more shops overall is ok and clean
4 years ago,still not fully utilized big parking space not crowded big building if it have provided floor conveyor it will be preferable for older people
7 years ago,clean but lack of convenient store and lack of road signs eg parking entrance
4 years ago,always use mrt at kwasa damansara because it near to my house they have not lot people at here compare to sungai buloh the staff also friendly and helpful at here
2 years ago,very well connected to other mrtlrtktm etc avoid all morningevening jammingvery clean indeed
2 years ago,schedule screen at platform level should be at an angle for more passenger to notice
2 years ago,superb and clean efficient service
6 years ago,those who set their destination to seksyen kota damansara and want to use fully public transportplease dont drop by kwasa damansara theres no bridge from kwasa damansara to seksyen you will need to book grab or cab or else you can drop by kwasa sentral and jump over mrt bus no
3 years ago,too silent too wide open space there when night time sun havent out yet alone quite dangerous especially female passengers mrt employee
4 months ago,dead place as it just a transfer station
2 years ago,it is convenienton kwasa damansara cz u arrived it as last stop then get off n walk opposite just to chanfe to green line mrt which can go until kl sentral n etc
3 months ago,needs a kiosk or vending machine
4 years ago,the mrt is okay but one thing i dont like about there is they sometimes close and didnt give a notice on website and thats hard for people to expect whether theyre close or not pls note thankyou
9 months ago,packed in the morningbut it was safeu can see police bantuan on board
2 years ago,more people travel on mrt mainly covid cases much lesser and people feel more secure now
5 months ago,a lot of parking here
2 years ago,no official parking here but you can park at the shop lots clean toilet and surau
2 years ago,nice metro stop but it needs to be connected better by foot to the other side of the parallel highway
5 years ago,very convenient to park car on the way to kl from the north then take the mrt rest of the way into the city escape the nightmare of city driving
2 years ago,the interchange station between kajang and putrajaya lines well maintained with clear signboard directions
a year ago,transit station with a good facility and very convenient for every passenger
2 years ago,newly built and very nice trains highly recommended to get around the city
9 months ago,clean train on time
a year ago,very nice and clean  
6 years ago,great station for those who use public transport and its cheaper parking space for daylong
6 years ago,new station male toilet not cleaned regularly no tissue sink pipe some not working need a repair
2 years ago,nice and clean station really easy to get around
6 years ago,parking there cannot accept ic touch n go system not ready
2 years ago,fast and time right and peaceful
2 years ago,ticket machine can only accept cash at the moment hmmm
2 years ago,experience our local pubilic transport facilitiesnice
2 years ago,spacious parking area per entry is rm
2 years ago,this is exchange station between putrajaya line and kajang line easy exchange
a month ago,good
2 years ago,beautiful newly opened
2 years ago,interchange for mrt kajang line
3 months ago,fast
3 years ago,interchange terminal for mrt kajang line putrajaya line soon to be opened
2 months ago,great service
a year ago,well maintained and clean environment
2 weeks ago,good place
2 years ago,what a lovely joy ride
4 months ago,excellent
5 months ago,nice
2 years ago,suddenly stopped the service without notice really disappointed 
10 months ago,it served what it needed to an mrt station
2 years ago,now it is the terminal station for the mrt kajang line
2 years ago,crowded because next connecting train was to putrajaya
2 years ago,good stesen i connected to the new putrajaya line
2 years ago,nice and clean train came on time
5 years ago,very clean place and everything looks really futuristic nice
2 years ago,last station and transit station to putrajaya lane opening soon
2 years ago,best can travel to damansara or kepong fast
a year ago,very clean mrt station
8 years ago,niceee
7 months ago,nice n clean
3 years ago,this its the morning time and neutral beautiful place 
3 years ago,modern public transportation with awesome facilities and clean
a month ago,convenient
a year ago,convenient lots of parking space
a year ago,nice n the views was awesome 
3 months ago,good
2 years ago,i liked it not that popular with the public
a year ago,not so easy due traffic jam
10 months ago,easy travel companion
7 years ago,sometimes the touch n go for carpark had problem
5 years ago,you also get mrt bus out of mrt train
2 years ago,the staff were extremely helpful
2 years ago,nearest mrt station to elmina
2 years ago,spacious and got parking
5 years ago,nice place no noise  
8 years ago,new place and very nice
2 years ago,its new with parking 
2 years ago,facilities condition is satisfied
2 years ago,beautiful train station
2 years ago,convenient transit station
a year ago,clean
a year ago,good
2 years ago,i loved
a year ago,ok
2 years ago,looks like undeveloped
2 years ago,nice and clean
2 years ago,good travel
2 years ago,inter home commuters
2 years ago,very clean
6 years ago,clean and comfortable
3 years ago,lot of parking
2 years ago,nice place
2 years ago,ok
2 years ago,nice
2 years ago,nice place
2 years ago,clean
2 years ago,good
10 months ago,if you want to go to the kwsp building using public transport the easiest way is to take the kwasa damansara mrt this is the closest route just a few hundred meters walk there is a covered walkway directly to the kwsp building
9 months ago,big station and quite remote position it is hoped to provide police assistance to monitor this area because it seems quiet for those who park and use the train after returning late at night
3 months ago,please help if you finish work at night and want to return at from kwasa damansara to metro perimay 🥺
a year ago,impressed with the mrt service great children enjoy riding the mrt
7 months ago,please look at the public utility toilets there are so many that are not used or broken you have to wait your turn to pee wash your hands etc it doesnt smell good
a year ago,beautiful and clean there are levels of track level and level make sure you wait on the right track because it is only up and down
7 months ago,best first time trail here 
10 months ago,for those who get off at mrt kwasa damansara for the first time and want to go to the epf building next door there are options take the epf intermediary bus freethe bus has the epf logo and writing on the bus body footpath
8 years ago,nice places allnew mrtbig and comfortable
5 months ago,the prayer hall and toilets are clean no bus service is available
4 years ago,still not fully functional the way in and out is quite difficult if you want to park better go to kwasa central
a year ago,the parking lot near the mrt building will flood if it rains heavily i always park in the middle area the ground is slanted uneven the contractor who did it actually put his head in the water
9 months ago,cctv staff should be more alert to see male passengers sitting in female coaches
a year ago,net punctuality  coaches are provided for women but there are still many men who are not sensitive and sit in the womens place
2 years ago,its a bit disappointing isnt itbecause the travel time is stopped until pm on sundaywhile we have to continue the journey to the next stationimagine if there are elderly people who board and dont know how to use ehailing apps to get home if the mrt stops its like thatits a quiet area over there
2 years ago,internet line cemsiyelll yesterday was a nightmare to walk out to shelll jlan sungai buloh just to order grab no choice for umobile users who just want to register grab if not stranded there as the last train at pm none of the mrt staff showed up to ask for help the counter was empty
a year ago,ride from mrt damansara area to lrt bandar tasik selatan just rm only very cheap and nice love it 
a year ago,its ok where does the mrt leak when it rains xde kiosk shop
9 months ago,another great project by najib razak for the people that blasphemes
2 years ago,exchange station no need to exit the station take seconds to exchange kwasa damansara kajang kwasa damansara kg stone
10 months ago,clean less crowd and parking
2 months ago,beautiful and clean
2 years ago,the best is very suitable for all groups of people to use this mrt facility
2 years ago,st time coming here 
3 months ago,ordinary light rail station
2 years ago,the area that used to be full of forest is now rapidly developing
2 years ago,the relatively hot environment may be due to the lack of green trees
2 years ago,if you close update in maps in the internet world the service is right
a year ago,an interchange station from kl to putrajaya
4 years ago,the parking lot is spacious and the facilities provided are sufficient
2 years ago,my station is running i cant believe im running 🤭
2 years ago,pleasant exchange center a very convenient interchange
5 years ago,beautifully spacious and comfortable
11 months ago,comfortable the best my boss
2 years ago,clean place many facilities provided
11 months ago,lancorrr the journey
4 years ago,the place is a bit quiet but it will progress one day
5 years ago,there arent many people here im a little scared
2 years ago,easy way to go to sungai buloh
2 years ago,good clean and comfortable
2 years ago,wide and big not too crowded
2 years ago,interchange line kajang and line putrajaya
7 years ago,equipped with paid car parking
8 months ago,they are silent
2 years ago,the toilets and surau are clean 
4 months ago,clear station
2 years ago,kwasa damansara mrt station 
9 months ago,clean
2 years ago,cant see the toilet
2 years ago,damansara course
6 years ago,big and not too crowded to go
6 years ago,all of malaysia is very nice and organized
2 years ago,neat tidy and clean
2 years ago,ok can hold
2 years ago,very beautiful
2 years ago,and ah ah
2 years ago,the mens room was dirty
a year ago,delicious
a year ago,bland
5 years ago,best
a year ago,clean
2 years ago,good
a year ago,best facilities
2 years ago,convenient and clean
2 years ago,eco friendly
5 years ago,comfortable
4 years ago,excellent
5 years ago,best
2 years ago,still good
