date,cleaned_reviews
7 years ago,you can stop here to go to the ikea no need to exit out of the building just walk go inside of the mall until you find the ikea easy direction provided
3 years ago,no parking here u need to park either at ikea or mytown place is well ventilated and crowd is manageable even during peak hour
7 years ago,this station was nice with connections to ikea mytown and sunway velocity however connecting pathways are currently under construction so you need to cross the road which can be quite dangerous
6 years ago,good station just walking across this station is the mytown shopping center and ikea mrt feeder buses from this station goes to bukit bintang cheras and bandar sri permaisuri areas
2 years ago,very spacious can gain access to shopping mall without going under the sun
2 years ago,easily accessible and new best station to stop to reach mytown shopping mall ikea and decathlon
5 years ago,shoul provide walkalator to my town to far to walk for oku n eldery n childrenn no polis bantuan security at the underground alley to the mrt cochrane to far to walk to my town min should provide buggy for people
7 years ago,the underground construction bring inconveniences for us to visit ikea or mytown hope to fix it soon very dangerous to cross the road especially at raining season or at night
6 years ago,nice still clean and functions well since sbk started in july now connected via an air conditioned underground passage to mytown and ikea cheras
6 years ago,cochrane mrt allows you to access my town ikea and the sunway velocity mixed development so many food outlets can be found in the shopping malls and the outdoor al fresco dining areas with covered link bridge to sunway and tunnel link to …
7 years ago,the only interesting place so far for this station is the ikea store and mytown shopping center but at the moment this station lacks proper pedestrian crossing between station and mall due to blockages by barricades and partial of the areas still under construction at the moment
6 years ago,its best because when you exit the station you will see mytown on the righr side and sunway velocity on the left for velocity i think now the bridge already finish the construction its easier now
4 years ago,very convenient to have a station near a mall
6 years ago,the mytown shopping centre is connected directly to this stop minutes walk clean toilets all around a fantastic stop
5 years ago,escalator going up always break down velocity side no lift at velocity side only got lift at my town side if you’re oku and it is raining you are screwed the ceiling lights at velocity side roof from station to velocity elevated …
5 years ago,escalators is always out of order recurring problem tiles onsteps is broken walkaway lights isnt working for months and rubbish strewn
5 years ago,first time using this line to bukit bintang february
5 years ago,near to true jesus church and st john ambulance hq office for pintu b b entrance mrt cochrane and while opposite to mytown shopping mall and ikea complex for pintu a a entrance can be accessed underground mrt cochrane pintu a also near to a rapid transit busstop
5 years ago,ikea dan mytown cheras a step away from this station it have tunnel as well from station to the mall fully airconditioned underground station confortable and secure
5 years ago,mrt cochrane is so greatand its so comfort for people
4 years ago,a station can direct connect to mytown and ikea cheras may also got to sunway velocity via pintu b
a year ago,very bad has await and half hours no this bus t this was public transport  too bad …
6 years ago,it connected to two mallmytown and sunway velocityhad two ways one to kajang one to sungai bulohat certain hours one of ways will have the train full
6 years ago,the mrt station is directly connected to ikea cheras finding it is no hassle and the platforms are also well maintained and the mrt service is also good
6 years ago,a wee bit far to walk to ikea for senior citizens could have been better planned to be consolidated in one building
6 years ago,place to go if going to mytown and ikea cheras or sunway velocity convinient using mrt to go to places and most importantly mytown and ikea cheras or sunway velocity are now within reach from sungai buloh or kajang jomnaikmrt
5 years ago,this station is connected to mytown so you can reach mytown and ikea cheras need to walk around minutes to reach sunway velocity
7 years ago,there have a short cut to my town ikea cheras and sunway velocity but for sunway velocity u have to walk around min to there
6 years ago,very convenient station connected with three shopping mall and lots of hawker stall around so far the facilities all working well and clean environment
7 years ago,a very convenient mrt station that has a connection to mytown shopping centreikea through an underpass and a linked walkway to sunway velocity mall
6 years ago,toilet and surau is in good condition be aware this station have many people due to link to ikea mytown cheras mall
3 years ago,walking distance to ikea cheras and my town cheras to take free mrt bus exit at gate a
7 years ago,good location however access to ikea and mytown mall not suitable for families with children had to cross main road
6 years ago,from here you can get to ikea cheras mytown theres also a walkway to sunway velocity mall peel road is just nearby
2 years ago,whenever the malls surau is full i pray here very clean and air conditioned
3 years ago,the place is very nice and pleasant environment but sadly i searched times and did not find a touch and go card
6 years ago,i was going to dbkl to get typhoid vaccine it supposed me that ikea is right beside the station and short walking distance to sunway velocity
3 years ago,the good thing is linked to ikea my town shopping mallwalking distant min
5 years ago,just great like that clean and all what else should i comment for mrt again  …
6 years ago,great place to stop at because it has many places to go with a famous morning wet market pudu nearby and attractions such as ikea and four other malls along with hotels and hospitals within walking distance
2 years ago,not friendly for any stroller as you need to get upstairs change lift just to get to mytown
a year ago,here they have my town and sunway velocity malls also ikea
4 years ago,located just across the street from the mall access by underground tunnel there is also a bus amd taxi station on ground level outside the train station
7 years ago,now more easier to access to mytown mall ikea and the station is squeaky clean  thumbs up …
6 years ago,a very clean well maintained station information counter was on point and helped me to the best of their abilities
5 years ago,its clean and huge platform but have a limited seat for passenger while waiting for the train the seat also is not comfortable to sit
6 years ago,gate a to mytown and ikea
6 years ago,there is a direct link to the mytown mall but if you are lugging your shopping bags its a long walk not good for old folks that are immobile
5 years ago,modern new clean and tidy train station its easy to access and you have a great orientation there
5 years ago,the station is very clean and spacious
6 years ago,fast way to my town mall
7 years ago,great alternative to travel besides driving now even more convenient with the underground passage link to mytown has opened
3 years ago,clean convenient with direct access to mytown ikea shopping conplexe
7 years ago,what else do you expect from malaysias latest public transport it is really comfortable to use and commute
6 years ago,very convenient and clean except they dont allow us to buy return ticket
5 years ago,im always go there so i think its beautiful and easy to go in motown just by exit from mrt
4 years ago,this station connect to ikea cheras mytownmall its convenient for whom uses mrt train  …
7 years ago,clean and convenient finally there a pedestrian linkway to sunway velocity mall well done mrt
5 years ago,clean and easy way for those who wanted to go to ikea and my town mall
4 years ago,access ikea cheras mytown nsk jalan peel and velocity mall from here
6 years ago,get down here to visit mytown shopping mall theres a tunnel connecting the station itself is clean
3 years ago,convenient to get to mytown ikea sunway velocity pedestrian friendly walkways indoors
7 years ago,outside and opposite the main road of ikea mall have to walk far under the hot sun or rain
6 years ago,if you plan to go to ikea cheras this is the place to stop if you take mrt sg bulohkajang line
5 years ago,connected to mytown shopping centre and ikea which is great for those who doesnt drive
6 years ago,station transport publik connection to my town shooping center ikea cheras sunway velocity mall
5 years ago,super convenient i used this facility during weekdays to go to kolej profesional baitulmal my college
6 years ago,nice connected to ikea cheras and mytown near to other stations too
3 years ago,this station linked to ikea my town shopping mall to velocity mall and nsk and others
2 years ago,its ve nice station clean and well designed  …
5 years ago,no parking spots train at morning rush hour is full but mins frequency compensate for it
a year ago,mrt chohrane
5 years ago,good location good signs for direction and train scheduleprecise to count by minutes
5 years ago,convenient can access to mytown velocity and ikea spacious and clean
5 years ago,very clean and spacious connects to sunway velocity mall and more
5 years ago,this mrt is directly reach mytown shopping mall it is easy to access to the mall
6 years ago,very near to mytown shopping center ikea cheras super convenient
5 years ago,its connected to ikea one of my favourite shopping spots
4 years ago,every day i used to bukit bintang its a nice place
6 years ago,nice and clean with direct entry to ikea and mytown mall
5 years ago,connects to mytown mall and ikea covenient and very clean
3 years ago,everything is good the train was on time also it connected with mytown  …
4 years ago,nice and big mrt station nearby to ikea and mytown
7 years ago,very nice station near mytown and ikea cheras gate a
2 years ago,it is so convenient to travel to kl by mrt reliable and punctual …
5 years ago,got nice surau easy entrance to ikea and mytown
2 years ago,the escalator go up always disable
6 years ago,nice it connects you to ikea and my town mall in cheras
6 years ago,easy way to go to ikea cheras and mytown shoping complex
7 years ago,no direct link yet to mytown ikea need to cross the road dangerously
5 years ago,what can i say its near to where i wanted to go so there you go stars
6 years ago,easy access to ikea cheras via an undeground tunnel
6 years ago,the air conditioner in this station is very cold and the wash rooms are clean as well
6 years ago,nice that can have a walkway to mytown and ikea cheras
6 years ago,mrt station just stops from bukit bintang mrt takes minutes only
6 years ago,i like used this stationeasy to go to my town
5 years ago,one of the main mrt station that is well connected with others mode of transportation
4 years ago,best vehicle to go to sunway velocity mytown and ikea
3 years ago,you get what you expect here a mrt station and linked to mytown shopping mall
4 years ago,this station connected underground to mytown and ikea cheras
2 years ago,mrt station as usual nice place also
5 years ago,on my way heading to ikea cheras good
6 years ago,standard mrt station linked to mytown so many ppl get off here
6 years ago,ease connecting to mall and good food and more variety for shopping
7 years ago,very impressive and modern mrt station thumbs up
6 years ago,connecting to ikea cheras mytown shopping centre
6 years ago,great stop to go to my town and ikea
5 years ago,great transport station connecting with mytown and sunway velocity
2 years ago,a frequent train rideabout to minutes per interval
6 years ago,linked with mytown shopping mall ikea cheras
7 years ago,clean since its still new cheras sentral is just beside it
6 years ago,there is a direct walkway to my town and ikea shopping
4 years ago,pls be careful if you reach too early in the morn
4 years ago,a place make u easy to commute
6 years ago,good stop over for food and ikea
6 years ago,food court near there not bad
2 years ago,very nice mrt cochrane station
3 years ago,clean and very safe place …
7 years ago,the link bridge to sunway veolocity is now open
5 years ago,it is a mrt station they gottrain cho cho
6 years ago,two shopping malls connected enjoy
5 years ago,clean but can be congested most of the time
6 years ago,too long a walk to my village mall
3 months ago,kuala lumpur mrt station with direct access to mytown and ikea the station equipment is novel and advanced the escalators are fast and the speed is …
5 months ago,the male bus captain at pm on oct t stopped and kicked out a passenger of a female student who had just returned from school pity the student if it is true that you are in a hurry because you want to pray friday prayers …
a month ago,rude customer service one big girl people ask nicely and answer rudely
7 months ago,there was a lady at the counter who had a very poor service attitude and an unfriendly tone my foreign friends and i came over to the station to charge up our cards my friend was not fluent in the language and could not speak english or …
2 years ago,stop at this station and you will go straight to ikea and mytown so you can enjoy shopping here
4 years ago,want to go to ikea mytown come down here there is a special route there is an intermediary bus outside
a year ago,malay staff wearing hijabs are the most rude there is no politeness with a face like you want to fight the machine to buy tickets is a problem when we go to the service counter its …
10 months ago,the service attitude is terrible the monthly recharge card is over there at lcly i wont recharge it im speechlessit depends on the face its really bad its the first time im so angry the attitude problem is really not like once or twice lc its many times can it be improved piss me off …
5 years ago,near ikea cheras this is the closest station to the ikea cheras store on the mrt subway which connects to the nearest station to the ikea damansara store mutiara damansara station via kl sentral muzium negara station it is a …
a year ago,the nearest station to the my town shopping mall convenient as there is a direct passage
11 months ago,bad service users face problems when they ask they dont help and there is no help or help for a solution please be aware and knowledgeable in answering questions and ready to help users
a year ago,please educate the malay staff not to be rude while manning the ticket counter on at pm measles ic people like that thanks youuu 🫡 …
2 years ago,so far its okay its just that there are not enough seats hmm when people come back from work its packed
a year ago,inside the station there is a large shopping store for most daily brands there is a large ikea store and there are many restaurants and grocery stores where you can find everything
3 years ago,the machine was broken and someone took the machine to take a card and went out i couldnt use the card one day later then i asked the customer service and they said that i only had entry and exit records they also told me loudly that …
3 years ago,the machine keeps breaking down when you want to top up using the card you cant buy coins there are letters that you cant press the money is limited to rm and rm only its hard for people who have an emergency and dont have any money the staff at the counter know that its always there
2 years ago,staff not friendly not smiling and making faces when i was going to top up my pass very bad service if you are stressed with your work you dont work for customer service if this is the case you treat the customer with a sour face and no voice to speak
5 years ago,mrt sungai bulohkajang cochrane mrt station …
2 years ago,close to ikea cheras keep going everything is here mytown mall now its easy if youre in kl all places can be accessed
4 years ago,why does the t bus stop have to stand there is no seat there is no trash can and what is surprising is that the t bus stop has seats and a trash can i hope there is a change
3 years ago,there is a damaged floor please check im afraid there will be split laks later …
4 years ago,station to ikea and mytown underground station the new normal before entering all users must line up with a distance of one …
3 years ago,the new mrt train station is the access point for both akiah furniture store and my tuan mall through an underground tunnel that protects you from rain and sunshine and is also very close to nsk market …
5 years ago,directly connected to mytown and ikea there is a bus station just outside the station and there is an air passage directly connected to sunway mall a popular fashion platform
5 years ago,comfortable and cool large areas of tq dsn you have built transit for malaysians to facilitate all their affairs
2 years ago,you can go down here if you want to go to ikea cheras you can go through the mytown mall
4 years ago,sgbuloh mrt bus service needs to be improved waiting methods marked routes on the bus driving tips please inform
2 years ago,good public transport compared to others cool station with air conditioning
7 years ago,can connect directly with mytown but have to walk a little bit using the provided route
5 years ago,if you want to go to ikea mytown you can go down here its really easy
4 years ago,clean beautiful can go towards the river buloh and kajang
5 years ago,his place is very beautiful clean spacious the train arrives quickly
5 years ago,can get off here to go to mytown ikea or velocity mall
5 years ago,clean there is a tunnel to mytown ikea very convenient
4 years ago,complete with toilets prayer rooms and facilities for people with disabilities
5 years ago,the place to help those who cant get their own vehicle to make things easier for others
5 years ago,comfortable direct route to mytown n ikea
6 years ago,the exit door is small but the underground station is large and cheap
2 years ago,convenient you can go to my town and sumway velocity
5 years ago,the danger of walking alone because there are no friends to chat with it must be quiet
3 years ago,gap one train in min clean place
5 years ago,very beautiful
5 years ago,it is very convenient to go to guangfang from this station and it is also fast to go downhill
4 years ago,you can go to mytown ikea and sunway velocity
4 years ago,really good get off here and go directly to mytown
3 years ago,clean cool rapid staff is also good
6 years ago,the first time i went up i was scaredbut its okits easy
6 years ago,there is an underground passage to a nearby shopping center which is convenient
6 years ago,walking distance to ikea and mytown
6 years ago,good service clean big and busy stop
2 years ago,mrt stop station to ikea cheras
5 years ago,cochrane mrt makes it easier for me to go to kajang
5 years ago,a beautiful clean station connected to my town shopping mall
3 years ago,good there is a direct connection with mytown
6 years ago,the new lawa has a toilet with a prayer hall
3 years ago,complete and comfortable facilities near mytown
3 years ago,what do you want to review about the mrt station
4 years ago,the house is close to the cochrane mrt so its easy to go anywhere
6 years ago,i want to go to ikea cheras down here
4 years ago,just make a port and wait for your cycling friend
6 years ago,close to my town mall and ikea
6 years ago,comfortable fast and systematic travel time
6 years ago,to go to ikea cheras come down here
5 years ago,the air conditioning around the escalators is too strong
4 years ago,great engineering
6 years ago,easy to go straight to ikea and mytown
5 years ago,mahai sibei best good aircon
5 years ago,clean n spacious mrt
4 years ago,convenient in front of the house walking distance
5 years ago,this place has great air conditioning
4 years ago,spacious and comfortable
5 years ago,clean neat complete with facilities
5 years ago,i havent been here yet
2 years ago,the elevator is not available
5 years ago,clear and not busy
5 years ago,comfortable and fast
6 years ago,mar lajuu
6 years ago,among the best attach with mall
5 years ago,this mrt is really beautiful
5 years ago,gateway to ikea cheras
6 years ago,comfortable and fast
6 years ago,the best mrtcomfortable
7 years ago,near ikea cheras
5 years ago,everything is here
4 years ago,it is very convenient to have mrt
a year ago,mrt train station
4 years ago,very delicious
5 years ago,comfortable and safe transportation
5 years ago,clean and comfortable
5 years ago,mytown ikea
7 years ago,very comfortable
2 years ago,thank you
3 years ago,comfortable
5 years ago,very satisfying
2 years ago,have a surau
5 years ago,very clean
4 years ago,clean
6 years ago,mrt
5 years ago, …
7 years ago,comfortable
5 years ago,mar
6 years ago,possess
4 years ago,best service
4 years ago,good
5 years ago,good
6 years ago,so beautiful
6 years ago,great and fast
7 years ago,cool air conditioner
4 years ago,mrt train station
6 years ago,mrt
5 years ago,near my home
6 years ago,clean transfer station
5 years ago,go to mytown
