date,cleaned_reviews
3 months ago,wanted to report on a male inside women coach the staff straight up ignore me gave unrelated reply in very rude way despite i stand there for few mins she still ignore pretend to be deaf
5 months ago,new and clean station connected to the new mall can transfer to other lines at this station side note samsung bought advertising rights for the entire station and every inch is covered in samsung ads
a week ago,nice mrt station new people need assistance just ask anybody will guide you
11 months ago,finding inspiration to the future mrt ignites a sense of wonder and sparks creativity
a year ago,the public transport system was efficient reliable and convenient it offered seamless connectivity frequent schedules and affordable fares making traveling around the city a hasslefree and enjoyable experience
a year ago,its a station that connect us to tun razak exchange mall insideits a new brand of shopping and many nice view inside
a month ago,so far the nearest interchange station for putrajaya line kwasa sentral line from cheras area
a year ago,months ltr the trx mall opened everything still functions well but now much crowded here see the difference oohlala …
3 months ago,most modern mrt station very clean i love the samsung collab with it and everything good even with bunch of people
10 months ago,it is now one of my favorite mall in kl because of its location close to bukit bintang there are nice restaurants on the roof
6 months ago,its an upper class shopping mall and also the food is tasty especially shae co drinks the coffee ice cream and coconut shake are really affordable totally going to recommend there is also a food court the food is also really nice but the mosque or the room for prayer is too small and only have one
8 months ago,neat clean walkable distance to trx mall
5 months ago,i lost my wallet on the train and the staff was super helpful in helping me recover it overall clean station linked to the exchange trx mall
10 months ago,you need days to walk and shop heremrt is the way to travel to trx
7 months ago,what a confusing route with unresponsive staff i understand that i am not familiar with the area but the staff werent helpful either they didnt inform me that the elevator was out of order and wouldnt go to certain levels and they …
6 months ago,hello im having a very bad experience with one of your staffs malay woman wearing hijab chubby in physical who was being rude to me when i went to the counter to purchase token as i didnt bring my tng by saying are you sure …
3 months ago,mrt as usual is the perfect train station huge respect to prasarana for these amazing public transport
a year ago,zombie is cominggggggg 🧟‍ anyway it’s such a huge spot that can accommodate a crowd but it should add a few more seats for the elderly 🧓 …
2 months ago,such a huge mrt with ample of space but there is no seat provided stupid
2 years ago,i give star because got many public transport herealso got shop restaurant in trx buildingskfc mcdonalds coming soon havemust go trx toilets bcoz the accomodations like robotsall just push buttonif someone like monkey go trx toilets i thinks this toilet will dieoverall is goodtq
a month ago,very clean need a bit more signage for different exit
a year ago,exchange stations between mrt putrajaya lane and mrt kajang lane the exchanging might be a bit confusing for those who dont come often  …
a year ago,trex station is friendly to those person with disability pwd like me accessible to other lineroute of the train
2 months ago,good
4 months ago,clean beautiful and spacious but crowded during peak hours
5 months ago,would love to be here again great entrance if youre going thru mrt easy and chill
3 months ago,it was a beautiful place i like it and i will come back asap
2 years ago,side by side platform to exchange mrt between putrajaya line and kajang line open for operation today march after pm
9 months ago,you can go to putrajaya kajang and kwasa kiara from this station the station has one entance if you need to go to the trx mall so you would not get lost just keep taking escalators to above until you find the tng entrance
2 months ago,nice n convenient mrt
2 years ago,i have been using this station for my trip to and from work since its beginning initially it was very quiet and felt eerie however the place has gotten busier now good facilities providing good access for disabled individuals however security personnel were not seen to make you feel safe
11 months ago,now all the levels and platforms contain boards with stations and also what time the next two trains are its easy to navigate might be good to have more seats but otherwise its a good modern station
6 months ago,very bad servicesstaff are also not friendlythis monrinhg it was emergency to go my working place…but machines are not working…after then i request them to allow me to enter and also told them that i will pay my destination stationthey said i have wait minthis is not so fair
5 months ago,very good and clear signage also makes us know where to go
10 months ago,spacious stationstrains are frequent and run on time and not too crowded either before boarding or in the coach they even have ladies only coaches
a year ago,weekend is too crowd and long que theres many passengers stuck when tap out due to insufficient balance i dont see theres any staff helping to expedite the que or helping passengers who having trouble in tap out also long que at ticket machine and no staff to help them on buying ticket or top up for touch n go
3 months ago,very impressed with the mrt station first class infrastructure
a year ago,the mrt station is very well designed with a modern look and most importantly it is clean the interior is spacious with high ceilings making it much less claustrophobic compared to other mrt stations it is also less crowded than …
a year ago,it has a new line added recently the station is neat and clean
11 months ago,signages for arriving passengers are clear however for those leaving the station no signages are placed at the ticket scanning points at least show some arrows indicating the platforms
7 months ago,one of the mrt kajang line door has not been operating during last week and not repaired for days based on my observation
4 months ago,wow full of alive atmosphere night time full colourful lights
2 months ago,nice big mrt that exit to trx mall above
5 months ago,the most convenient place to transfer trains from mrt py line to mrt kajang line
a year ago,not really well maintained was using the putrajaya line this station was built first for kajang line just less than years ago but some part of this station can obviously see leaking
10 months ago,too bad is not built same as bukit bintang station which able to walk across opposite jalan tun razak via underground to opposite buildings such as menara rhb
7 months ago,love it convenience to people visiting trx on the way to trx a few small cafe selling coffee and coffee shop like
a year ago,huge place with two mrt lines kajang line and putrajaya line up stairs is trx great planning and fore thought in putting together this place let alone having …
8 months ago,very cleanbright and excellent facilities for commuters only minus thingno proper car parking
a month ago,peoples transportation hope peoples would satisfied
a year ago,best connecting stations between yellow line and green line bagus
a year ago,when i came out from mrt and go through the putrajaya line the instructions not so clear
2 years ago,i have high expectations for this station cause it is located in one of malaysias iconic buildings however i was very disappointed not to mention on the massive constructions that are still incomplete there was nothing to be impressed …
a year ago,had an absurd situation here forgot my wallet with my tng card but bought a token at conlay to get here then getting home the card payment function wasnt working on any of the machines the lady at the counter was very unhelpful and i ended up having to take a grab
a year ago,new station so everything is great you might get confused a bit if it is your first time just follow the sign and know your station you will never lost
a year ago,was excellent compared to klcc and pavilion but complicated for public vehicles such as e hailing or courier services perhaps it is still new so may need an improvement there and there
a year ago,super modern station right next to trx mall same line as bukit bintang so easy to use to connect to the klia exp for the trip to the airport
a year ago,me and my cousin going to travel to kl using this transportation and when i go there actually its pretty late and no one there like im in film zombie so fun travel with my cousin
2 years ago,busy area with a lot of skyscrapers still under construction
a year ago,how can you find or identify exit lanes for token when it is crowded and long queue …
3 months ago,toilet situation so bad do better thanks
11 months ago,impressivevery big but have to see and understand clearly the signage exchange route for mrt putrajaya kajang line  no worries …
a year ago,very convenient directly linked to the shopping mall i dont have to worry getting wet in the rain with my shopping bags when i go home by train  …
a year ago,clean people respect each other quiet some coffee shops are in a mrt station opens early in the morning
11 months ago,mall was too big expect to be lost while walk around and mrt there full of ppl so plan yr journey
11 months ago,this mrt station is strategically located you can get to kl sentral via muzium negara or hang around at trx
8 months ago,so crowded especially peak hour suggestion for those to travel before noon weekdays not recommend during weekends
5 months ago,easy access to trx mall near offices hotel
9 months ago,super clean station bright fast escalator direct access to shopping center
2 months ago,wonder and browse look okay actually
a year ago,great exchange place for commuter between putrajaya line and kajang line and cheats area need to enlarge some area due to heavy congestion
9 months ago,easy access to travel all around kuala lumpur nice mrt station
9 months ago,i am an oku and i have an easy experience in navigating the station very oku friendly  …
a year ago,extremely nicely designed n very clean not crowded theres different mrt lines here and they are seamlessly integrated
a year ago,the easiest way to get there by taking mrt to tun razak exchange dont forget to visit malaysian skyscraper next to trx mall for extra amazing experience
a year ago,modern cool clean and well served
a year ago,exchange station for mrt green line to kajang and yellow line to putrajaya
5 months ago,tun razak exchange beautiful place and biggest i phone branch
2 years ago,at last can interchange to kajang line from pyl trx station
a year ago,this station is connected to the trx exchange the station has mrt lines the kajang line and the putrajaya line
7 months ago,nice and big mrt station clean clear signboard connecting to trx and met station
2 years ago,overall okay just the lift easily will get crowded during peak hours so far all okay with the station
a year ago,if u want to go bukit bintang pavillion u can change the mrt from this station and select the kwasa damansara line
a year ago,transit station for mrt kajang n putra jaya n wif d opening of big high end shopping centre good place for visiting
a year ago,it’s yet still no cashless kiosk for topup and token purchase slow service at counter as well
a year ago,adding a korean company phone brand to the station name must be one of the cheapest and low level advertising method which is cringe and not impressive
4 months ago,very rude and unhelpful counter staff
2 years ago,the counter officer is not polite date time pm the surau has not qiblat sign and air conditioning not functioning
2 years ago,nice station very big but no any shops available yet also no tng reload machine
8 months ago,trains are nice in malaysia but they are cold
5 months ago,easy to navigate and easy to go to the exchange mall
4 months ago,this mrt very close to trx mall
3 months ago,love it very clean
2 years ago,very convenient interchange between mrt and mrt rail lines are just opposite each other come out of one and enter the other
9 months ago,expensive parking that will result in many shorten our stay in the mall
a year ago,you can stop in this trx mrt stesen to go to kbri embassy of indonesia then use gps to walk about mtrs to kbri
5 months ago,always no g down here
2 years ago,already am trains are moving but gate not open
10 months ago,the space is large and the service attitude of the customer service staff is also good
a year ago,lovely station is quite clean and good environment the toilet is clean as well
a year ago,be careful of people running round to catch their trains whne comimg on and off as the platforms are directly opposite to each other
5 months ago,clean and convinient to wait
3 months ago,nice and simple transit
a year ago,modern new mrt station for trxthanks for your vision in modernising kl public transport
9 months ago,its pleasant and awesome within trx mall
a year ago,easy transport train from cheras to trx convenient places quite nice especially outdoors
a year ago,great place to go its opening today have the link to go mrt like mytown
a year ago,a massive train exchange i have ever seen in my life according to name its architecture shows relevance to it
9 months ago,very consistent mrt timing and also convenient to work and travel
4 months ago,so fast
a year ago,putting a phone name brand next to station name is called cheap marketing
a year ago,clean n tidy good signage helpful staff on time train
a year ago,novrd male surau …
11 months ago,the station connected to the trx mall comfortable
a year ago,nice place for a visit
2 years ago,clean place but i am confused with the sign gate a is below the station actually  …
a year ago,very convenient n just doorstep to trx mall 🤟 …
a year ago,busy station where commuters would just from one line to the next line other wise just another mrt station
a year ago,view from concourse to mrt station
2 months ago,much cleaner washroom now
10 months ago,very clean and well managed
a year ago,convenience and located at the lower ground of trx mall near uniqlo
6 months ago,rigth way
a year ago,very convenient to go to exchange if heavy rain then a little bit of problem
11 months ago,spacious clean but roof leaking 🤣 …
3 months ago,i like it
a year ago,very convenient spacious and clean
5 months ago,station very clean
a year ago,great station connect to the new mall
11 months ago,very safety and peaceful place
a year ago,very good serve for jalan inai area
10 months ago,convenient exit and straight to trx mall
a year ago,one of the most popular mrt station
11 months ago,comfortable spacious clean  …
a year ago,the most connected mrt station in kl
7 months ago,lousy when its peak hours
2 months ago,good interchange
11 months ago,very crowded mrt station
a year ago,directly adjoining the exchange mall basement level
a year ago,awesome surrounding welcoming atmosphere
a year ago,transit between mrt syatem
10 months ago,very good
6 months ago,good
5 months ago,impolite staff
2 years ago,interchange station between kg and py so convenient
5 months ago,convenient transportation
a year ago,facilities environment tip top
a year ago,well made
6 months ago,i got lost
a year ago,wow grand and nice
7 months ago,good
10 months ago,nice
10 months ago,easy
a year ago,easy excess
a year ago,comfortable and on time
2 years ago,looks like how it is in singapore
a year ago,great
a year ago,clean
a year ago,good
7 months ago,the mall at trx is very big spacious you have to spend half a day to visit it lets try the rooftop enjoy the citylight the view is really good
6 months ago,its really that busy especially at the apple store on the th floor there is a park but the station is a bit crowded  …
a year ago,the underground station of trx new mall here is mrt it is very convenient to walk directly to the mall the place is very large and very similar to the subway station i went to in hong kong it is very clean comfortable and airconditioned
a year ago,selfservice machinesvending machines to buy tokens only accept cash and coins thats only rm and rm notes if not you have to line up to buy manually putrajaya stations can be purchased using debit cards and cash the system is not parallel this is a trx lak station hope there is a change in already
2 years ago,its so quiet he has it in there mom aiii if theres an earthquake sayonara but his wall is beautiful …
8 months ago,organized easy to access and clean
6 months ago,it is much cleaner than before and the people have begun to have a strong sense of citizenship
7 months ago,beautiful if x is normal and alert with which platform to embark u will be confused  there are lots of escalators …
2 months ago,grade a shopping mall
a year ago,its a large mall so it might be best not to expect too much
a year ago,at crowded peak hours only counter is open the counter for the elderly and the elderly should be opened queue for half an hour to buy oku token
a year ago,on weekdays there are very many people at peak times around am and pm so you have to be smart in planning your travel time so that you dont get to work
9 months ago,this station is rm topup touch n go had to topup at the counter cant go near the machine
a year ago,maybe new againfull of people
a year ago,this mrt is the best if you want the best dont forget to do a day pass for rm ride it from morning to midnight to go in and out of the station no need to buy a ticket
6 months ago,its ok to go on the train go for it hehe
10 months ago,its opening in so what can i say its really nice and new it’s cold so take a coat
a year ago,clean comfortable complete with facilities including a surau
a year ago,bus t is always late now at oclock there is no bus i dont know what the problem is
a year ago,very best fast and easy
a year ago,very friendly for guests with disabilities
a year ago,i was reckless today and accidentally left my dear access card in the mrt fortunately the staff here helped me find the access card thanks to these three employees munirah farahin iradaud dinterima kasih …
3 months ago,escalators are rarely cleaned
6 months ago,interchange station with mrt kajang putrajaya line
a year ago,good …
2 years ago,the peak time for people to enter and return to work is between am and pm sardines
a year ago,i am very satisfied that the place i visited is safe and prosperous and safe to visit
4 months ago,there is no train coming today
10 months ago,neat clean toilets cool orderly and comfortable best
a year ago,if you want to go to putrajaya transfer here the air conditioning here is super cold
a year ago,many people now use touch n go a little faster
3 years ago,wowthe mrt station is the deepest among the other mrts
7 months ago,a station that always leaks water
2 months ago,the route is easy to find
a year ago,solid mrt
a year ago,a new station that connects you to most places in the capital conveniently and quickly
9 months ago,clean and comfortable
a year ago,the mens restroom sometimes has water and sometimes no water and the water pressure is very small
a year ago,it’s so convenient to switch from mrt to mrt it’s great to walk around  …
7 months ago,like get off the mrt and then enter trx
6 months ago,beautiful transfer station
8 months ago,clean station
3 months ago,very excellent
2 years ago,you can change  putrajayakwasa damansara mrt …
8 months ago,otw star hill
3 months ago,clean
5 months ago,super convenient
2 years ago,construction is still going on here and only a few shops are open
a year ago,all comments are ok
9 months ago,comfortable clean
2 years ago,very good tank you
2 years ago,ease of movement to other platforms
a year ago,the best is ok
11 months ago,too crowded
10 months ago,very best
2 years ago,i lost my way somewhere hahaha
a year ago,changing the roads is a complete loss
a year ago,clean and beautiful place
6 months ago,again
a year ago,great …
a year ago,bus
2 years ago,mrt underground
11 months ago,amazing
a year ago,good
11 months ago,i enjoy traveling i am happy
a year ago,very convenient
a year ago,underground station
a year ago,elasticity of supply
a year ago,alhamdulillah
9 months ago,ensure
