date,cleaned_reviews
5 years ago,all of mrt stations have very comfortable place which is airconds is a must they also provide toilet prayer room have benches and trash bin they apply a unique design of bench which look futuristic like and they have stairs elevator and also lift
7 years ago,very well done up station a place for us to transit from kl sentral to mrt sungai bulohkajang very spacious and well maintained only down side is for those whore having difficulties walking okupatientsinjured individuals kindly 
2 years ago,cust service at mrt kl sentral pm asked for my reciept nicely then the staff suddenly yell at me nak resit ke her face pun jadi marah berkerut rude
6 years ago,clean huge and modern you wouldnt feel crowded although its a peak hour some walk of less than minutes to kl sentral good exercise
a year ago,the ticket price is good rm for non citizen it’s a must go if you are here at kl worth every penny
6 years ago,mrt muzium negara is the mrt station in kl sentral it is located underground it is clean and convenient to access the station from kl sentral you have to use the corridor next to 
5 years ago,i requested to top up at the counter because the automated machine rejected my money unfortunately the staff with his phone in hand seems so busy asked me to go try again and again i would really appreciate if any help can be offered 
2 years ago,smooth travels and all but the surau perempuan is disgustingly filthy this is on the there are so many disgusting baby cockroaches skittering around and the mother cockroach was killed by someones slipper and left for dead at the wudhu area i seriously hope its a one time thing
7 years ago,the entrance to the mrt from the museum is not very convenient or well planned it looks ok but it feels strange part of the problem is because the main entrance is actually at the street level whereas the museum is located some stories or more above the rear entrance at the same level with the museum leads towards an elevator
5 years ago,you want to burn some calories oh yeah welcome to the place endlessly walking from basement to kl sentral their escalator pretty fast at the entrance welcomed variety of food and drinks to satisfy tired commuters
6 years ago,a wonderful and amazing place covered pathway and connected to kl sentral via foot spacious and just truly amazing you can commute with the ktm lrt mrt klia ekspress from here if you are stuck you can always ask guidance from the 
a year ago,a station that links to various train lines to other parts of the city and malaysia walking distance to a shopping mall nu sentral
6 years ago,easily accessible through kl sentral the place was really convenient as it is just within walking distance from kl sentral albeit having to go up and down various escalators yet there are elevators for the disabled so the disabled also 
7 years ago,very close to kl sentral just a few steps and you would arrive at kl sentral from there you could basically go anywhere else you could also go to the ground level through a staircase walk to your left and few steps further take another 
7 years ago,such a pleasure have a great public transport that connect to pj the aircond very cold the problem is need to walk quite farfor me from kl sentral overall is still a pleasant
5 years ago,if you plan to spend your day walking around the city this station is probably the best stop if you travel by mrt from the museum exit you can find many attraction places in kl such as national 
6 years ago,it has a direct link to reach here from kl sentral station but the signage inside the station main area is quite confusing and showing unclear direction but once found it correctly it will walk you straight through a few mins journey passing escalators escalators escalators and quiet walkway
6 years ago,i think this is one of the best thing that ever built at kuala lumpur because everyone knows the only way to get to muzium negara before the mrt is built is either by car or taxi i mean surely that some of us walks either from kl sentral or from ktm kuala lumpur but that is another thing
2 years ago,nov pm from kl sentral to the underground station of muzium negara no airconditioning there are bees of people taking public transport and this is a very shameful for the nation transportation hub in the city
6 years ago,a very well designed mrt station which is a pride to me being a malaysian however just note that its one of the busier stations so do be careful during peak hours which are am and pm
5 years ago,i have been visited so many places by using mrt i have never seen like that rough customer service the staff behavior was truly bad we have the right to ask any questions to the counter and we hope we get a nice reply remember that there have no value of your pretty face if you carried a dirty mind
5 years ago,the station is clean and properly air conditioned makes walking an ease however the counter smells like toilet its been this way for a year and getting stronger  
5 years ago,superb facilities and nice design need to have a long walk to kl sentral about mins however they provide fast escalator
6 years ago,aka kl sentral very central station and covered area if u need walk to exchange lines you can come out of the station to explore the sights like muzium negara little 
7 years ago,good connectivity between mrt and existing rapid transit stations in kl sentral which allows passengers to take rapid transit from kl sentral to damansara ttdi where damansara ttdi havent been connected to any rapid transit before 
5 years ago,it is very important station in the centre of kl from this station you can exchange between different train line ktm ets moneral lrt kelana jaya and klia express and transit there is stand for request taxi also you can take bus 
5 years ago,connects kl sentral and muzium negara but both places needed to walk a bit far as for me it is better to stop at pasar seni mrt and go to lrt to reach kl sentral but actually both routes are same though
7 years ago,this station leads to kl central so if you need to transfer from mrt to lrt or ktm in kl central then you can stop here but its really a long journey to reach kl central since you need to go through many floors with escalator
7 years ago,i like how this station connects with other stations especially kl sentral great job love the air conditioning especially appreciated after walking around you feel hot sweaty
6 years ago,one of the busiest stations as it connects to kl sentral unfortunately you have to tap out if you wish to interchange to kl sentral highly recommend to transit at pasar seni if you wish to interchange with kelana jaya line whereas the 
2 years ago,always ride mrt when im going to mytown its nice but all mrt escalator is soooo damn fast i rather use stairs
a year ago,great place to start your journey easy to go to kl sentral and muzium negara
7 years ago,nice underground station connected to kl sentral with long escalator system there are police or civil worker stationed at end of each escalator safety is guarantee but please take care of your own belonging as it is not completely risk 
4 years ago,all the machinery functional well and helpful to people the staff at the counter really nice and kind its so convenience to foreigner to take mrt at kl sentral
10 months ago,no droppick up area at the front entrance have to go through the parking lot
5 years ago,this station is strategically accessible to both museum negara and also the ever busy kl sentral the transportation hub in kuala lumpur city you could easily connect to lrt kelana jaya line monorail ktm and via erl to klia 
5 years ago,at kl sentral back enterance quite long walkway to the kl sentral lift havent been activated to reach the mrt level people with disability could find it difficult to travel via that walkway
a year ago,smooth train every mins not much of a crowd outside of the peak hour
6 years ago,wherever you want to go there is a long walk for you though there are many escalators to make it more pleasant those with luggages and other things to carry god bless you
a year ago,very big but the staff are helping
7 years ago,modern design very clean very spacious very comfortable and cold air conditioning what i very like is since im a moslem the prayer room is nicely located and quite spacious
5 years ago,if you are from the main hall in kl sentral youll have to walk passby few escalators to the base of the mrt station it is quite convenient because the station interconnected between muzium negara and kl sentral
7 years ago,entrance has glassy modern design as opposed to muzium negara national museum next door amenities are topnotch newly opened on july signages are userfriendly
2 years ago,spacious yet leaking is a persistent issue that never been resolved
5 years ago,disembark here if you want to go to lrt pasar seni the interconnected walkway will take you around minutes to get to lrt pasar seni from mrt merdeka the travelator placement is quite funny tho at one point u will have to cross the 
6 years ago,should allow people to buy tickets at the counter when there are only two machines available i lost my tg card and its such a hassle to buy a token
3 years ago,waiting for mrt comingclean good facilities
7 years ago,the cleanliness of the toilet and the conveniently place socket to traveler is just awesome im proud of it unlike ktm shame on you
6 years ago,transit station to kl central and easy access to erl train rapidkl kelana jaya lane monorail and to many route buses and maily easy access to nu sentra mall
5 years ago,the station that connects kl sentral with access to lrt putra monorail klia express and inter city rail connections including ets and ktm commuter
6 years ago,nice station best stop for direct access to the national museum and best stop for a walk to perdana lake gardens botanical gardens via nearby underpass
6 years ago,the station serves as the major public interchange connecting the mrt to the kl sentral hub lrt ktm monorail and airport express
6 years ago,if you want to do line exchange to putra line lrt dont do it at these station instead you should do it at pasar seni mrtlrt station 
6 years ago,this is the one the newer completed mrt stops that let you of at the national museum it is also one of the main connecting stops which include nu central mall and central station
7 years ago,complete facility for everyone mostly to muslimand near to every transportation to go almost anywhere in peninsular malaysia which is so convenience comfortable and affordable
5 years ago,very comfortable but the airconditioning might be a bit too cold for some passengers
6 years ago,busy mrt station your connections to intercity travel through ktm and komuter also connecting heart of klang valley with lrt mrt and monorail
a year ago,gets very crowded during peak hours but besides that is really quiet
5 years ago,fully air conditioned making waiting bearable for commuters and is often on time reliable choice of transportation
5 years ago,one of the greatest place to burn your calories to kl sentral you can stay healthy if you walk there daily 
3 years ago,very good mrt station clean and comfortable place not so many seats available
4 years ago,modern and new mrt station takes around minutes walk from kl sentral to the station ticket s more expensive than lrt and ktm
5 years ago,very good facilities its the main station in kl that connects people to all monorails line
5 years ago,if you love walking take the way from kl sentral to this station you will enjoy it because its a long walk
6 years ago,dear mrt can we please do more to educate people to stop standing on the right blocking the escalator walkway
7 years ago,should be labeled kl sentral for the benefit of tourists who dont understand that muzium stop is the main interchange to every other public transportation line
a year ago,so convenient going back to my place from le meridien hotel love it
6 years ago,very large station connect to many hotels and kaul lumpur centre station big malls and also the little india village
2 years ago,just come and go facilities not recommended like toilet unclean and surau so scary
4 years ago,easy and convenient to commute clear signage and navigation need to wear facemask to board the train
2 years ago,pretty station
5 years ago,mrt muzium nagara interchange you can going by walk from here to kl sentral keep walking inside and follow sign bord to kl sentral
2 years ago,less crowded compare to pasar senior station during peak hour
7 years ago,d distance fr here to klsentral is winding with very dangerous escalators for d elderly all along this long passage
5 years ago,theres toilet and a small surau for muslims and it is clean and comfortable
5 years ago,dont pass wrong gate after ride mrt if you want acess to kl central it will charge sen 
4 years ago,muzium negara its called kl sentral also ktm 
a month ago,nice station
6 years ago,good mrt station from there to kl sentral walking distance by minutes
a year ago,too quiet should hv more historical exhibits here
2 years ago,very clean and easy to travel around the city from this station
5 years ago,the directions signs from muzium mrt station to kl sentral were adequate for commuters
a year ago,service very slowonly open counter
7 years ago,seats at main lobby are quite limited
3 years ago,clean the mrt come every to mins usually have to see whether it is peak hour or not
6 years ago,it has aircon in the halte clean place the train comes every minutes
5 years ago,this place is telling of history and customs of malaysia suitable for you to know of further malaysia culture nice place as well
4 years ago,connecting commuter from kl sentral area to mrt service just follow the direction on the board to go to the mrt
6 years ago,nice station you can come to this station from the lrt kl sentral
5 years ago,convinient that is connects mrt users to kl sentral shame it is a long walk
a year ago,museum is only next to the mrt stationso convenienece
5 years ago,this mrt station is quite a long walk from kl sentral ie levels below ground
7 years ago,great but takes a few minutes to walk to kl sentral
4 years ago,muzium neggara very gold place and near have very good place you can enjoy your holiday
5 years ago,as usual these mrt station always clean and with great service
3 years ago,nice overview
5 years ago,connected with kl sentral station very neat and clear
6 years ago,nice and comfortable train very cool and its underground
5 years ago,nice and comfortable station but lack of chair to wait for mrt
4 years ago,very busy place and many walks of life here good experience
6 years ago,decent mrt station walking distance mins to kl central station
8 months ago,very spacious and convenient
6 years ago,known as kl sentral too ada ktm lrt mrt
7 years ago,clean and beautiful stationclean restroomattached to kl sentral
7 years ago,convenience but long way to walk to kl sentral
5 years ago,conveniently linked to most major parts of kl sentral
6 years ago,this mrt location is nearest to reach taman botanical
5 years ago,fast and easy to get bridge to nu sentral
5 years ago,clean spacious safe
7 years ago,nice place
6 years ago,easy access to kl sentral
11 months ago,the mrt station that connects kl sentral its a bit far to walk to kl sentral but it doesnt feel like there are many escalators available 
2 years ago,good facilities can access to places with many facilities as well stations that can be changed to board klia transit lrt ktm rapid kl and can be reached at places to eatsurautoiletatm mall
7 years ago,i visited the section right after it was opened it is about a minute walk from kl sentral station to the ticket gate changing escalators several times the station and trains are beautiful
a year ago,its a little hot maybe you can put a wall fan if you dont want to install an air conditioner
3 years ago,connecting station with kl sentral need to walk very convenient have gate for national museum perdana botanical garden st regis q sentral kl sentral menara cimb and more a deep station by the underground excavators thank you najib razak rkbn
a year ago,🟥🟥🟥🟥🟥🟥🟥🟥🟥🟥🟥🟥🟥🟥🟥mrt does not take harsher action against men sitting in the womens coach i suggest a police officer on every train because we womenmen dont dare to reprimand 
3 years ago,visited in april it is an mrt subway station and is directly connected to kl sentral by a pedestrian walkway if you want to go to bukit bintang by subway instead of monorail 
6 years ago,sir frank athelstane swettenham the first governorgeneral of the federation of malaysia in
7 years ago,the colored lines of the mrt are not connected im confused if you want to change colors you have to exit the station and buy a ticket the advantage is that the design is minimalist and there are no advertisements which is very refreshing
6 years ago,india street and central station are nearby and the bus to genting is also nearby
a year ago,the service at the mrt counter is rude tdi asked me im playing with mcm because it reminds me of animals why do you do that even if theres a question people ask me to serve you well dont be rude 
2 years ago,the mall is clean the instructions are clear
2 years ago,mrt kajang line has a little problem tonight got to get off at the national museum station not sure what happened just cant wait walk to kl central to get to the bukit bintang monorail
2 years ago,this is a big underground station leading you to museum negara i hope that more people will use public transport in the future and similar public transport facilities should be built more not only in klang vally but also in many cities 
a year ago,the toilet has no tissues at all how can parents manage in a disabled room
3 years ago,havent been here for a long time since pkp surprised because there is no sg buloh station  route to kwasa damansara only it wasnt very crowded maybe because it was night at that time the journey 
2 years ago,in langan if you want to go to kl sentral from mrt museum its a bit far but there is an escalator those who are not in a rush can go up but if you want to go fast it feels like a marathon
7 years ago,the night atmosphere is good for photos
3 years ago,the waiting time for the train is not long only if you want to go to kl central there are too many stairs maybe you can get a lift as an alternative for the elderly or mothers  
4 months ago,a small and direct mrt station
2 years ago,the indoor signs are okay there is a section of the road that leads to the outdoors without a rain shelter the signs begin to blur there is an elevator to go down to the bottom floor but there is no sign in the elevator it is my first time to take the elevator alone people can easily walk past the dragon
6 years ago,mrt is the best in terms of waiting time and faster than ktm ktm should take an example from the mrt in terms of punctuality and less delay in arrival time mrt is also comfortable and clean it is hoped that the user also takes care of the facilities provided
5 years ago,almost all stations in malaysia are good clean neatly arranged clear directions even though it feels far to transit but being equipped with escalators is very helpful
5 years ago,high mrt frequency less waiting time the chairs provided are small and less comfortable there are still some users who lack civics dont stand in line to play nice and play to their hearts content it is better to put guards to monitor and reprimand users who are not good at queuing and being patient
2 months ago,convenient and easy
2 years ago,bainun who looks after the counter is very strict in the morning the girl smiled a little chill it are you stressed in the morning
7 years ago,it is connected to kl sentral station inside muzium negara→boogie bittan train rm per person you can buy token coins and ride 
7 months ago,i really enjoy going to the museum using the mrt
10 months ago,not satisfied with the sign to the planetarium
6 years ago,ive only checked the mens restroom but its cleaner than other stations of course there is no toilet paper it came with something like a simple washlet
6 years ago,we cycled got off at the national museum subway there is a tunnel to go to the main lake park from here you can also go to kl sentral
a year ago,learn about malaysia’s history
5 years ago,every day i go back and forth here during the holidays the station is very complete clean very comfortable and the route is easy to understand for tourists
5 years ago,from the national museum to the buloh river route  
7 years ago,this is the transfer station from sungai buloh kajang line mrt to sri petaling line lrt note if youre transferring from sri petaling line lrt to sungai buloh kajang 
5 years ago,the station is spacious and the road signs or signage are very helpful for me to get to kl sentral
3 years ago,this is kl sentral dont go to nusentral before oclock because the escalators are not open you have to walk a long way remember to transfer to lrt at mrt pasar seni and go to kl sentral otherwise your knees will be hurt grandmas
5 years ago,one of the stations in central kl the place is clean and comfortable
5 years ago,many tourists anyone who works as a tour guide can find your customers here
6 years ago,have to walk minutes to get to kl sentral
7 years ago,a beautiful and advanced train station located underground it has banks and hotels it is connected to klcc central station and has international restaurants
2 years ago,lawa do the first time i went at that time i was fascinated for a moment
6 years ago,there wont be any exaggerated crowding and its quite comfortable
6 years ago,for tourists who have just come to kuala lumpur the access is quite good
6 years ago,mrt museum located at muzium negaranational museum walking minutes to klsentral which is convenient
7 years ago,nice modern mrt from sungai buloh to kajang for kl commuters very convenient
7 years ago,the mrt is fast quiet and inside everything looks clean and beautiful
7 years ago,star public transportjust walking distance to national museum thru gate b
5 years ago,beautiful but no appropriate cant put things right there is no storage space
2 years ago,a comfortable place to get on and off the mrt
5 years ago,a huge station for several trains it is the station that distributes trains to other countries from which i traveled to banning island and ipoh
5 years ago,it can be long enough to go to kl sentral
3 years ago,its better to go down to the art market for the lrt connection station
2 years ago,it feels very hot when there are many people the radio sound is very low
6 years ago,it’s a very large meeting point and is suitable for traveling on this route
2 years ago,it’s a great place where everyone can go
6 years ago,lrt commuter monorail line in kl sentral
6 years ago,the station is sparkling clean as it has just opened
7 years ago,fourstar public transport hub and network
4 years ago,far from dying but okay well done
4 years ago,the station connects to klsentral practical userfriendly  
6 years ago,no need to wait long for the mrt clean and comfortable
5 years ago,dislike because its crowded no directions for exit
6 years ago,elegant mrt station that is located just beside the national museum
2 years ago,best
5 years ago,you can go directly to the state museum
3 months ago,mrt train station
5 years ago,use it here for a friend on the way home
5 years ago,pit stop to muzium negara or kl central and nu central
6 years ago,commuter station has no econ very hot
3 years ago,big and comfortable
7 years ago,many comfortable facilities are the best
6 years ago,comfortable safe etc
4 years ago,one link with kl sentral nu sentral
7 years ago,its new and clean
2 years ago,mrt national museum
7 years ago,nice place to relax can relaxin here
7 years ago,interconnect between kajang and sungai buloh
6 years ago,please note that a free shuttle bus is currently in operation
4 years ago,ok if youre walking at night
5 years ago,a good place to learn knowledge and spend time
5 years ago,its just that the counter inquiries are not polite
5 years ago,seats place to stand place to throw garbage
4 years ago,this place really has class
6 years ago,you can go to kl sentral without going outside
2 years ago,a good place to check in
6 years ago,its quite far from kl central station
2 years ago,very helpful
4 years ago,clean and nice
4 years ago,low cost
5 years ago,transportation center with special design
5 years ago,easy to find
4 years ago,kl central mrt station
2 years ago,excellent new station
5 years ago,the place is clean and crowded
5 years ago,hub for lrt mrt kila
3 years ago,best
7 years ago,interchange to kl sentral
5 years ago,no access
2 years ago,needs to be strengthened aircond
3 years ago,i like its air conditioning
4 years ago,easy and beautiful
6 years ago,best
6 years ago,absolutely beautiful and comfortable
7 years ago,like near europe
5 years ago,clean
2 years ago,fast and convenient
5 years ago,a bit inconvenient
5 years ago,clean and comfortable
4 years ago,cozy mrt
7 years ago,malaysia mrt
2 years ago,okay
5 years ago,better
7 years ago,connects kl sentral
6 years ago,the shrine is clean
4 years ago,good for the people
5 years ago,its best
7 years ago,with it
5 years ago,ladder
5 years ago,very clean
7 years ago,where to go conveniently by mrt
5 years ago,clean environment
7 years ago,nice environment
5 years ago,wow
6 years ago,passing by
7 years ago,can go
5 years ago,mr museum
