date,cleaned_reviews
3 years ago,good station
3 years ago,best staff
a year ago,public transportation
3 years ago,clean and tidy
a year ago,convenient mrt station
3 years ago,excellent
7 years ago,best places
2 years ago,busy place
2 years ago,clean
3 years ago,oversea
2 years ago,clean
6 years ago,clean and comfort
a year ago,ok
3 years ago,ok
3 years ago,good
3 years ago,nice
4 years ago,good
5 years ago,excellent
6 years ago,good
6 months ago,whats the matter with opening late in the morning people have woken up early and are afraid of being late until they arrive at work
a year ago,taman midah mrt clean and well maintained there is an entrance and seating area specifically for women  …
11 months ago,today not my lucky day i guess there are token machines only functions which function no token …
a year ago,useful information for users for your information the mrt line so far has routes which are …
7 months ago,convenient clean toilet many pedestrian bridges to other side functional lifts
a year ago,clean connected to multistorey parking and mcdonalds on the other side
4 months ago,wkday must go to cni
a year ago,the subway is very cheap and easy to change lines making it very suitable for passengers
2 years ago,clean i always use the surau here facilities are all okay
3 years ago,a very good place for us and safe because pedestrians are protected by iron fences so they are safe from any disturbance
2 weeks ago,public transportation
3 years ago,easy and fast multilevel parking is available no problem with full parking
2 years ago,you can take mrt bus t at gate a to go to the queens complex q
a year ago,its the best on a trip
a year ago,okay its peak time for many people
a year ago,the toilet is often broken and it has been broken in the past two days
3 years ago,suitable for use as an alternative vehicle to deal with the problem of traffic congestion
5 years ago,clean spacious enough equipment spacious prayer hall and toilet
4 years ago,the view is really good its comfortable to stop here
2 years ago,get off the mrt there is mcd shell etc its just that the area is quite crowded
a year ago,lots of multistorey parking
2 years ago,crowded every day except sunday
6 months ago,migrant worker migrant worker soul
a year ago,beautiful spacious clean
6 years ago,kandhar rice cutlets
4 years ago,clean only bhg life a lot of sawang
2 years ago,clean and comfortable
4 years ago,there are still trains already closed
7 months ago,comfortable
a year ago,easy to park here
2 years ago,ok very much
a year ago,park and ride mrt taman midah
2 years ago,good place
2 years ago,there are facilities that cannot be used
4 years ago,just got lost and went up
6 years ago,ready to rea reo kl from here  …
5 years ago,no need to sit while waiting
3 years ago,this station is very neat and clean
4 years ago,clean and user friendly
2 years ago,love the service very much
2 years ago,suitable for mrt users
a year ago,xde toilet
6 years ago, …
2 years ago,happy on time
4 years ago,lom up
a year ago,good
2 years ago,very far away
3 years ago,never
4 years ago,great
5 years ago,beautiful
5 years ago,satisfying
3 years ago,ni parking
a year ago,metro station
