date,cleaned_reviews
8 months ago,just got a my pass was told on the purchase form that i can go to the nearest mrt to activate it quote thank you for your order please proceed to the nearest rapid kl lrtmrtmonorail customer service office to redeem and validate …
8 months ago,first time here trying to find out direction at the counter the staff yelling and say there is only one entrance wherever you go theres one entrance only and its very big entrance cant you see the other staffs laughing out …
6 years ago,mrt pasar seni underground sta that can interchange sta for lrt pasar seni sta without go out from fare gate
3 years ago,everything was good the train is on time but need to improve repair the monitor because sometimes its stuck and doesnt show the train time
6 months ago,pachar chini mrt station is a beautiful station where people come and go from different places and the environment here is very beautiful
a year ago,its lively compared to other stations
2 years ago,great place and helpful staff around we did an event here at the linked bridge and it was great
a year ago,neat and clean the station has adequate signage information for everyone to travel hassle free multiple wending machines are available and staffs are friendly the mrt station is well connected with the lrt station and bus station
11 months ago,a busy station where you can ride the mrt going to bukit bintang
a year ago,enjoying hari malaysia as a photographer more photo on igfzeo
a year ago,no doubt its not capable to handle rush hour traffic during am pm normally you have to queue and wait for at least trips minutes per trip in order to have space to board the train people discharge way too slow from the sardine pack only people can board the pack after that
9 months ago,easily accessible to the interchange train  connecting for another places the most beautiful scenic cityscape view from this place …
a year ago,card touch ‘n go after days has error and stop working office and online support no helpful no responsibility keep sending you to digest officers that is not relevant …
a year ago,this train station truly exceeded my expectations in every way possible nestled in the heart of the city this enchanting station not only served as a convenient transportation hub but also boasted a delightful surprise—a mesmerising mural that added an extra touch of magic to the overall experience
4 years ago,lrtmrt pasar seni next to soon to completed pnb tower nd tallest in the world after burj al khalifa
2 years ago,connected to lrt pasar seni also has the bus terminal adjacent to it
10 months ago,enjoying mardiana local singer rendition of perfect pls like and follow her on instagram …
2 years ago,very easy to navigate around the station on my way to a concert at zepp in kl and likewise on the return trip to get the mrt back to kwasa sentral clean tidy and well lit late at night nd very little time spent waiting for the next train nice
9 months ago,local connection station modern and clean and easy to use can get busy at commuting times
2 months ago,mrt station staff is very friendly
5 years ago,why are there so many ppl blocking the right side of the escalator can we please find a way to educate these ppl please …
5 months ago,the train is on time
11 months ago,good convenient transfer station place get crowded at rush hour but at least the security makes sure people dont overcrowd the station
3 days ago,the most convenient mrt station in the middle of kl
7 years ago,a great transit right next to historic central market and china town newly opened and very wast concourse
a year ago,you can exchange between lrt mrt and ktm for lrt and mrt you can exchange internally without checking out next to the station you can find buses for various destinations
a year ago,as always the station are crowded during peak hours interchange station for lrt kelana jaya line and mrt kajang line the mrt toilet need to be check frequentlyquite unpleasant to look at
2 years ago,convenient for changing to lrt station clean the surau provided was clean useful but quite small need to improve in the problem of really lack of benches to usesit on while waiting for the train to come
3 months ago,always crowded and fast moving station
5 years ago,very chaotic and busy during peak and rush hours its bustling with heavy human movements in and around the station i can see that the overall cleanliness is very well maintained and the restroom is neatly kept what i like about this …
7 years ago,new mass transit in kl mrt pasar seni station they will be open on monday july we went back again last week brand new facility nice n cooling place it wasnt to crowded in the morning which is good for older people to be able to …
4 years ago,an awesome station with most modern facility personally i feel similar to singapore mrt stations …
6 years ago,clean and comfortable girls toilet is up to standard but the water tap always out of service escalator is quite fast which is very good as in the station always crowded with people especially peak working hours lift need to improve the …
5 years ago,convenient station to china town and the maha mariamman temple central market and klang bus station
5 months ago,one of the busiest mrt station with interchange
2 years ago,this is where you get off to petaling street chinatown the station is clean and well maintained …
2 years ago,either one of the elevators connecting mrt lrt stations always broken causing congestion during peak hours staircase is there but considering the depth of the underground platform people would think twice before using the staircase nevertheless station design is more modern and spacious than the lrt one
6 years ago,the new station is clean bright and conveniently located it is airconditioned and well lighted it is a very easy interchange with the kelana jaya line there are a few downsides however firstly the station could do with more seats at …
a year ago,top up touch n go at pasar seni mrt counter pm give him rm for top up my balance only show top up rm reli dishonesty karma will come for u
4 years ago,the place is huge and theres different exits available kindly confirm you exit there are a few flaws with the township planning especially for visual impair pavement painted in black instead of bright color such as yellow
a year ago,good huge underground mrt station in kl
2 years ago,good service clean and tidy
2 years ago,clean and modern i use this station very often
a year ago,crowded when peak nice when off peak mrt schedule is fast this station is the interchange for lrt kelana jaya line
2 years ago,as far i am concern on mrt service abd stations are well maintained and kept at the moment but the security people fails to make rounds to check the wellbeing of the people who are waiting fir train sone may need assitence directions …
2 years ago,the station is located at pasar seni or klang bus stand as was known before considered to be in the heart of the shopping district a walk away from major shopping locations ie masjid india kota raya and of course pasar seni …
2 years ago,ok place one of the main interchange station where it connects putra heights lrt ktm and kwasa damansara mrt just hope all the escalators are working fine all at once and not always one or two always breaking down
4 years ago,very modern and well maintained clean place the train also doesnt take too long too arrive unlike ktm less seats available for the elderly however may due to covid pandemic
5 years ago,now people if you have ever wanted to see a rail line that actually works and is fully automated …
5 years ago,its a very comfortable place with air conditioning but i think they are lacking of seats at the waiting area besides that the place is very clean and the train schedule is pretty accurate they also have public toilet there which is foc  …
5 months ago,this is the transit station that very good
2 years ago,superb if mrt token machines have an automated guidewritten instructions or understanable symbols going to passengers favourable destinationstation oh and yeah more benches
2 years ago,one of the most convenient way to travel to kl city you could buy the travel tokens from the self service kiosk or bring along touch and go card …
5 years ago,all the good things everyone here have already posted what can be improved more places to sit in the mrt station toilets cleaned frequently and most importantly toilet papers replenished more often a drinking station will be helpful so ppl can stop and have a drink inbetween travel since the weather is so hot n dry
7 years ago,this station has become my favorite interchange station between lrt and mrt line instead of kl central because of its interconnect design with shorter walking distance and lower travel fare the station also feels more spacious due to its open outdoor design
2 years ago,in addressing the entirety of kuala lumpurs train system i have to think it may be the best in the world due to its efficiency complexity and yet simplcity easy to get around after a little bit of selftaught experiences think of kl …
9 months ago,station is clean but the toilet has no hand washsoap
4 years ago,central market station pasar seni in malay is the transit point for the mrt to drop passengers off travelling to the city and for picking up passengers too it also has transit and exit points at the station central market which …
2 years ago,its quite crowded in peak hours but most of the time its comfortable and with the air cond at the station and in the mrt train its okay to say that people are comfortable to use it
2 years ago,interchange station if you are a tourist try to avoid there during peak hours morning am pm you can interchange at kl central to putra line
3 years ago,everything is cool except the toilet i will rank the toilet at the bottom place among other toilet at other mrt station got floor to get to the lrt station the escalator is a good place for cardio exercises
4 years ago,no comments for travellers be aware many elderly people love to approach you and ask you to buy things from them i am not saying its bad i just worried you might get scam they also target locals
5 years ago,there is a surau inside the station but we just want to use the surau without ride the mrt one of the ticket operator woman charged us cents and no refund it is for insurance reason nonsense …
2 years ago,pasar seni mrt station situated in pasar seni central market town center of kuala lumpur this underground mrt station is linked to elevated pasar seni lrt station via a meters paidtopaid linkway beneath the station a bus terminal …
7 years ago,the announcement speakers in cabins are too loud volume reduction would be ideal and try to simplifyshorten announcements some may want to enjoy musicvideosilence on the ride but good job rapidkl
5 years ago,very modern looking lrt station located near petaling street and just a few stops away from bukit bintang and …
4 months ago,busy station during peak hours
5 years ago,convenient for those who wants to change station from lrt kelana jaya line to mrt this is a better interchange station compared to kl sentral since you dont have to tap out and walk too far
2 years ago,clean and well kept if you are planning on changing between lrt and mrt lines this is the station to do it at a bit of a walk between mrt and lrt station but nothing out of the ordinary
3 years ago,one of the important transit hub yes they got all your needed facilities like washroom surau shop and all great surroundings friendly staff
2 years ago,mrt line is fine but the interchange to the lrt putra line is coach only and less regular
5 months ago,poor toilet condition for a busy place
4 years ago,the location of this station is superb and brutally convenient jalan sultan jalan petaling jalan balai polis kwai chai street jalan tun hs lee central market are all within walking distance from this station one can exchange from mrt to lrt kj line at this station
2 years ago,great facility and amenities this station and several more stations have high passenger traffic so be prepared to line up and fit inside the train
3 months ago,mrt is nice and clean
7 years ago,cleaned and pretty sights with newly shape i love it it probably harder for newly people who just got into public transport since there are lack of details just for them to go to the other place example from klcc tu damansara interchange …
3 years ago,very safe place even late night because everywhere is cover by cctv and well lighted up area many people also during the night
4 years ago,this is another rail service to cater with the state of selangor this mrt statiin is located in an strategic place where u can go ti central market and china town it is within the walking distance this mrt rail service is cheap fast and efficient
7 years ago,near to hipsters cafe and petaling street change to lrt comfortably to klcc
5 years ago,easy access but too crowded during peak hour as it includes subway mrt ktm and lrtand also bus station below the subway station got tng machine to top up the card if the counter que is too long
a year ago,bringing my kids to experience mrt
6 years ago,compared to the times i used to take lrt to work back in its has been so much improvements and has become so much better in most aspectsespecially the station now has extended mrt station cant believe its already been years yea im old  …
5 years ago,clean and new station this is a preferred station to interchange with kelana jaya line because of the short distance between lrt pasar seni and mrt pasar seni unlike lrt kl sentral where you have to walk around minutes to reach mrt muzium negara
7 years ago,a much more fresh and modern rapid transit experience than the existing ampang kelana jaya lane since the opening of the mrt rapid transit service as this station is situated at the center of tourist attraction there will be chances that it will be crowded during weekends
5 years ago,this is a smart and relatively recent addition to the mass transport system servicing kl and local areas the line runs between kajang and sungai boloh the carriages are clean with plenty of seating space after muzium negara station on …
a year ago,very crowded at night but people here are very friendly as they will give you accurate answers if you ask them do be careful at night
a year ago,nice mrt station counter staff are friendly understand and speak english well it easier to locate your destination
7 years ago,convenient transfer with mrt and lrt though u have to go through a long interchange walkway lrt station seems a little bit old and being refurbished mrt station however are modern and new
2 years ago,mrt management your station is freaking hot during sunny afternoon cant the air condition be turned on were paying for the ticket
5 years ago,nice structure over all will be more looks beautiful views if possible to put some plants near the joint path by the way lrt to mrt as whole side of sunlight   …
7 years ago,the old station need an upgrade something is going on to renivate station but the works seems never ending the new attached mrt station is great very modern however the link between the old one and the new one fail with the change of temperature hot air extractor should be put in place along the glass building
6 years ago,its so convenient to change trains from the underground mrt to the kelana jaya lrt we do not have to leave the mrt station by payment but the seamless tickets continue till your ultimate destination i suppose this is quite easily done as all the mrt and lrt are run by prasanna
8 months ago,lack of facility signages and hard to know where is the platform if you dont ask
7 years ago,nice and big underground mrt station this is walkway distance interchange station with lrt kelana jaya line pasar seni didnt need to out the station mrt just access using escalator provided
5 years ago,a strategic and convenient mrt station located near kl chinatown and a short walkway link from pasar seni lrt we board the trained here towards kajang and exited at cochrance station after four stops from there we proceed to mytown …
6 years ago,great and spacious mrt station interchange for putra lrt and ktm commuter close to petaling street chinatown and central market art market also very near to bus station and ride the free go kl bus
4 years ago,clean and neat at the top but the toilet has many problems swift timing on transportation so far no complaints on staffs working there overall its okay
5 years ago,all amneties are available at this stop best interchange to take from lrt kelana jaya line to mrt sg buloh kajang line since you only need to take the escalator compare to long walk at the kl sentral to muzium negara
7 years ago,wide and spacious with enough escalators and lifts its so spacious that you can carry your folding bike along and not disturbing anyone else
5 years ago,train interchange between kj line lrt and sbk line mrt merge with rapid bus station and linked to pasar seni one of the tourist hotspot this makes this station so crucial to the citizens
5 years ago,station facts pasar seni mrt station situated in pasar seni central market town center of …
5 years ago,centre of town lrt station after central market before kl central passengers travelling towards sungai buloh and kajang normally embarks here before taking mrt towards respective destinations …
6 years ago,one of my favourite spot it is the interchange station with lrt kelana jaya line and connecting station with ktm kuala lumpur hoping for the connecting bridge to ktm kuala lumpur to be opened soon and hence it will become a ticketless …
7 years ago,very convenient interchange two mrt line sungai buluh kajang ampang klcc walk minutes to petaling streetchina townnight market minutes to pasar seni hand craft market place and there is a bus terminal as well bus to mid valley
5 years ago,fantastic interchange station to kelana jaya kj line everything connected from bus to puchong petaling jaya federal highway old klang road and old puchong road and shah alam with lrt mrt and ktm komuter line a bridge connecting this station to old kuala lumpur train station for ktm komuter line
6 years ago,it is great that we have another way to the pasar seni i dont particularly like ktm and the lrt are usually packed like a salmon in a tin so it is nice
7 years ago,station interchange to lrt pasar seni gombak kelana jaya rail just around the corner near to main bus station pasar seni malaysian arts and crafts store various accommodations budget hotels hotels hostels etc petaling …
6 years ago,if you want to buy souveneers from malaysia here s the place with a bargain price you can get ites such as fridge magnet pins batiks and malaysian original fooddrinks like teh tarik chocolate muruku sure it will make your flight with excess bagage
2 years ago,clean and comfortable transit station to pasar seni ktmb old railway station pos malaysia hq petaling street
6 years ago,systemically arranged and signage posted routes to guide commuters to the designated platforms signage could be improved as some seemed discontinous ie you cannot seem to find the next sign where it is expected in your mind …
3 years ago,central market is one of kls most familiar landmarks and a popular tourist attraction built in it is a short walk away from petaling street
4 years ago,good station well airconditioned however there arent many seating places while waiting for the trains
6 years ago,strategic location at the heart of kl within walking distance to nearby chinatown and central market this station is connected to lrt pasar seni station kelana jaya line and also to kuala lumpur station ktm komuter train via a linked bridge because of its convenience and transit station it is also one of the busiest station
5 years ago,an important and busy lrt and mrt station that is also connected to ktm station from here you can go to chinatown and central market by walk bukit bintang and damansara by mrt klcc and kl sentral by lrt
8 months ago,nearby to central market petaling street kota raya complex
2 years ago,good mrt station with security and police checks for safety easy instructions written and connecting to lrt station as well
6 years ago,standard mrt underground layout with toilet and surau from here you can get connected to lrt kelana jaya line and ktm batu caves line outside the lrt barriers is a tealive stall which always have items on offer usually a rm deal and …
6 years ago,mrt pasar seni or station sbk is like a hub station you can use the paid link to lrt kj or exit pintu b to the bus stations or cross the river to ktm bandar soon we may have a boat service under the bridge of the river of life i use this station everyday
9 months ago,mrt is the best but a bit confusing sometimes  …
6 years ago,mrt is really nice to ride on tourist should try riding it its really fun and its convenient when the monorail is out of service
a week ago,good for travelling
5 years ago,good connectivity well maintained amenities toilet to be specific interchange between mrt sbk and lrt kelana jayagombak
2 years ago,you can visit many attractive places cafes and restaurants when you stop in this station
5 years ago,convenient interchange station and near to famous tourist attractions central market and petaling street aka china town
4 years ago,convenience to get there from any location great rapid train station system
10 months ago,easy access great customer service
2 years ago,i love this station because it is clean and cold because of the aircond
2 months ago,central art square formerly known as central market is an arts and crafts market located in kuala lumpur malaysia the building of the central art square is an art deco building designed with malayan cultural characteristics the …
4 months ago,ive been on the mrtlrt times but im still lost
2 months ago,from mrt pasar seni station to lrt pasar seni
5 years ago,every day i go to work on the lrt and stop at the art market then take the purple bus this station is quite convenient because there is an mrt ready so its also easy if you want to change trains compared to if you want to change with kl …
2 years ago,this pasar seni lrt is so convenient you can transfer to mrt to kajang you can also go to petaling street to take a walk and have a look at most of the historical shops or delicious food marvelous
4 months ago,you cant check people who dont line up and are properly organized pity the people who waited in line but had to be cut especially foreigners come on people want to go back early
11 months ago,kudos to the public transportation in kuala lumpur everything can be integrated nicely is disability friendly and the facilities are well maintained its not wrong that there are lots of travelers from abroad who come to kuala lumpur
7 months ago,there are mainly malay local vendors here and there is a fruit stall snack street next to it
3 months ago,very close to four points where we stayed and also chinatown where there is lots of delicious food around
4 years ago,the central art mrt subway  transfers to stations such as bus terminals leading to multiple areas ktm train station lrt light rail station there is a lot of food drink and entertainment nearby and there are several hotels nearby making it a focal point for shooting …
6 months ago,thank you infrastructure staff and infrastructure assistance police if we can give stars we give stars …
a year ago,you can take the free go k l bus or take the mrt train this is a convenient stop
5 years ago,the interior of the subway station is spacious and clean well equipped and comfortable its so nice to have a single drink
a year ago,mrt interchange station accessible to bukit bintang
a year ago,good very easy to travel i thank the government …
5 years ago,clean spacious and comfortable place the information for taking the mrt is very clear there is a guide to where to go on the mrt if you are still confused you can …
a year ago,one of the best lrt stations near tourist destinations
3 months ago,art market the toilet is dirty there is no cleaner to clean the toilet there is no water hose for people to defecate the maintance of the art market has to take strict measures against the cleanliness of the toilets shame on foreign tourists who use dirty toilets take care
3 months ago,central art square mrt station kuala lumpur malaysia
8 months ago,pasar seni mrt station is clean modern and well located providing easy access to kuala lumpurs main attractions its strategic location near the central market makes it a convenient option for city travel
a year ago,very clean and spacious can change to pasar seni lrt and kuala lumpur ktm
7 months ago,the nearest mrt station if you want to go to petaling street
4 months ago,a market that has almost everything except spices haha prices are negotiable
7 months ago,quite crowded rarely not crowded a bit dizzy because there are many trains and buses
4 years ago,attach to art market bus station close to art market and lrt
5 months ago,good excess public transport to kuala lumpur art market
a year ago,🟥🟥🟥🟥🟥🟥🟥🟥🟥🟥🟥🟥🟥🟥 mon pasar seni at pm many men are sitting in the womens coach please take physical action to reprimand the men out of the womens coach use the speakers voice is not effective… …
7 years ago,mrt pasar seni is connected to lrt pasar seni and there is a bus stop downstairs
a year ago,connected to pasar seni lrt station just walk from the lrt platform to the mrt if you exchange from central kl you have to walk a long way
2 years ago,the closest station between lrt and mrt so far
a year ago,the station connects south kuala lumpur and to the north of it the mrt train can connect you to change to another train at this station great work may god bless malaysia the land the people and the good government
6 years ago,not bad as soon as you get out you can go to the central market or petaling street its a pretty good stop
2 years ago,mrt pasar seni this is the first time i set foot in any mrt station in kuala lumpur i was quite amazed and surprised when it first arrived …
2 years ago,a very nice and clean station convenient transfers to various destinations such as kuala lumpur station lrt lines and the bus terminal in front of the station allow you to transfer without getting wet in the rain …
5 years ago,its a bit confusing if you want to wait for the bus
7 months ago,information counter staff please alert what your customer said what was said was different than what was done then i dont want to say sorry
2 years ago,the station is closed easy to transfer from mrt to lrt and vice versa there is a mart if you want to buy drinks or junk food there is an uncle selling various types of chips next to the mart
2 years ago,who enters from the art market its a bit far to walk to the mrt but inside there is a subway with a monorail but i dont know where it goes how sure arent there many convenience stores at c
7 months ago,there really is art
a year ago,best clean
4 months ago,world class public service
4 years ago,seamless mrt sg buloh kajang line interchange from lrt
5 years ago,it is an underground station and unlike a monorail station it has escalators and elevators that are in operation so it is barrierfree the underground space is vast but the station is bright and clean if you stay around petaling …
5 years ago,comfortable there are many facilities that can be found in this mrt its easy to say its complete there are many shops with various sales for the needs of passengers here i hope all passengers can tolerate the weak by putting them first before themselves you get a good reward for your tolerant nature
2 years ago,please place a reclining chair in front of the surau many had to lie on the floor at dusk not a good sight …
5 years ago,there is a connecting passageway to kuala lumpur station there is also a gokl platform
6 years ago,close to anywhere if you use the kelana jaya route or the kelana jaya route or the kelana jaya line marked in red we are only one station different from central kl and jamek mosque for first timers like me maybe a little confused when …
5 years ago,one of the mrt hubs chinatown or gokl bus purple convenient when going to bukit bintang …
7 years ago,this station is quite large so pay attention to the surrounding directions for the entranceexit and to your destination train the directions listed are quite clear and easy to follow however if you are still worried about getting …
2 years ago,for those who want to find antique home decorations or traditional clothes can go here its the best the price is ok too in this day and age worth it 
7 months ago,interchange between kelana jayaputra heights lrt stations and kajang line mrt stations also exchange facility between ktm commuter station …
5 years ago,very convenient especially because it is built in the city center it facilitates the travel of many tourists and students bringing great convenience to the local people architectural features are very similar to chinese subway stations
4 years ago,one of the mrt underground stations on the sungai buloh kajang line this station is connected to the pasar seni lrt station on the kelana jaya line and the ktm komuter station in kuala lumpur to get to ktm commuter station you can use the …
5 years ago,the terminal in the heart of kuala lumpur both bus train and taxi terminals the place which used to be chaotic is now clean and neatly arranged after being renovated
5 years ago,if we want to go to china town well get off at the art market if we use the mrtits not that far on foot while enjoying the view of the skyscrapers in kl
3 years ago,for those who want to walk around the luckin kopi area you guys have to exit near the gate with the petaling street signboard do not exit near the central market gate ill be tired walking a long way hahahah
3 months ago,clean subway cheap train fare
6 years ago,for me pasar seni mrt is very clean and quite spacious supported by two escalators for going up and two for going down it makes it very easy for users who are said to be very busy there the toilets and surau are complete the service of the mrt staff is adequate
a year ago,at the intersection of the red and green lines transportation is convenient with one stop to kl central and two stops to bukit bintang
3 years ago,clean and easy to access mrt lrt and bus if you want to go to the art market you can just go downstairs to go
4 years ago,mrt art market more convenient like compared to mrt national museum i want to go to the central station its really far so i prefer trun d mrt pseni that is connected to lrt pasar seni energy matters 🤣 …
a year ago,very close to bukit bintang just stops to get to pavillion mall or to lot  …
5 years ago,pasar seni or better known as cm central market is not valid if you do not stop here if you have set foot in the city of kuala lumpur do not miss the opportunity if you are in kuala lumpur historical buildings and many treasures that …
5 years ago,cool one of the integrated terminals in kuala lumpur malaysia there are buses light rail and mrt the location is large and neatly clean …
3 years ago,its been a long time since i took the train  …
3 years ago,mrt art market is right next to lrt so if you want to go to mrt from lrt dont go out from the entrance of lrt but go straight to the side where there is a flyover then take the escalator down
6 years ago,in less than minutes walk you can reach the famous petaling street which is very close and there is delicious food available there at oclock in the morning including porridge chee cheong fun and soy milk which are all good choices for breakfast friends who want to buy flowers can also go there to take a look
6 years ago,one of the stations most often visited by people because the art market is one of the places that must be visited clean and around it lots of food and drink if you want to connect take the bus its also close to this station
5 years ago,because there is a change of train to train of another route without having to go out for a punch card or buy a token to change the route
7 months ago,clean and beautiful
6 years ago,service is ok but whats not the best is when you want to make a student mrt card you have to do it online it should be done there because many people dont know how to do it online
5 years ago,this is a familiar role because i mainly transfer here but i dont know of any suitable places nearby ive never tried a pretty cafe or restaurant
6 years ago,always get off here because it is close to the hotel integrated with lrt too but everywhere you go take the mrt because you dont need to use a card you have to register for rm if im not mistaken
a year ago,great train station for mrt kajang n kwasa damansara
5 years ago,if you want to go to the state mosque just cross the bridge towards kuala lumpur station walk again cross again it doesnt take minutes to get to kl sentral station
a year ago,the auxiliary police there will help guide users into the mrt
4 years ago,too lazy to stand up if there is a place to sit its even better there is a smell in the train mrt i hate the smell
a year ago,near the sheraton hotel meters away from petaling street there are many shops and restaurants nearby special night market
5 years ago,there are many tourist attractions around this train station including the central art square petaling street commonly known as chinatown post office headquarters old railway station selangor club merdeka square etc all within …
7 years ago,interchange connection between mrt kajang sg buloh and lrt kelana jaya line great infrastructure comes with surau toilet easy to meet people here
5 years ago,station facilities that satisfy customers can go anywhere by mrt lrt monorail even tourists are impressed by the facilities provided by the government
4 years ago,if you want to drive its going up everyone should look and pay attention brother you should try it bro
4 years ago,i like riding the mrt because its on time for this art market station is clean and orderly  close to art market lrt and bus station …
3 years ago,convenient to transfer to subway there are a lot of delicious food around
5 years ago,m r t new from bukit bintang to the art market
5 years ago,mrt to lrt station interchange clean and safe many people rush when its rush hour
4 years ago,everything is business as usual the crowds are less and it will take some time for the market to recover purchasing power will shift to silk transactions
10 months ago,lajusss first time up satisfied
6 years ago,it is a station connected to lrt pasar sini close to important tourist attractions such as sentral market china town
6 years ago,good connection to buses and lrt kelana jaya rather than muzium negara you need to walk a little bit
5 years ago,one of the important means of transportation in kuala lumpur the multidirectional transfer station let me just say very convenient  …
a month ago,clean
3 years ago,with the mrt in the art market it is easier to go wherever we go
2 years ago,stopped here because i had to change mrt when i wanted to visit ikea cheras
2 years ago,the first time i took the mrt with my family and the children felt comfortable
3 months ago,when will you come back here
5 years ago,from here you can also go to klcc by train pink route train hey  …
2 years ago,no waiting benches pity for the elderly and children
6 years ago,if you are changing stations you should walk faster because the train time is just right otherwise just ask and wait for a new round
5 years ago,click here for the station closest to chinatown its convenient for transferring but i was wandering around getting lost and somehow managed to transfer
7 years ago,nice beautiful clean friendly service i think there are only a few instructions for those who are new to this place please make a change
5 months ago,very good
2 years ago,very clean and looks great but the lrt is very crowded
