date,cleaned_reviews
5 years ago,a station that can link you to so many places such as lot pavilion sg wang fahrenheit jalan alor bukit bintang
6 years ago,long walk neat and clean one of my favourite stations since my office is nearby
5 years ago,i really like the mrt in malaysia they are very convenient nd much cheaper if you are travelling alone
6 years ago,clean and tidy place in town
5 years ago,very convenient and located nicely within the bukit bintang happening places such as pavilion and fahrenheit
5 years ago,be carefull dont get lost
5 years ago,beutifull amazing point for visit
7 years ago,very nice station easy to access time squire low yat sungai wang
5 years ago,a very busy place but since it is in the middle of kl it is the most convenient station
5 years ago,the mrt system in kl is quite nice the prices are fair and the system works great
7 years ago,at last malaysia had mrt of world class this station is very convenience and right at the heart of bukit bintang
5 years ago,mrt bukit bintang is really crowded with people the station is great but just be careful with pick pocket during the peak hour
7 years ago,clean and big station weekend and peak hour can be really crowded despite its big size
7 years ago,clean and spacious but missing sign boards on where to take the trains what level
5 years ago,excellent facilities and location in bukit bintang near sungei wang and pavillion
5 years ago,big station and lots of people using it daily but it has a very small toilet
6 years ago,levels narrow mrt station red wall theme but has small toilets for such a busy station
5 years ago,busy commute especially during morning and evening link to the heart of kuala lumpur city center
5 years ago,theres no escalator for incoming but just for outgoing there is no escalator here to enter but to outgoing
5 years ago,perfect location multiple entranceexits very convenient
5 years ago,good mrtbut you need to use it everyday other wise you easily get lost
5 years ago,underground rail route various exit point to some malls like lot pavillion low yatt hotel istana
5 years ago,one of the nicest stations it takes you the heart of bukit bintang street which is known as bb
6 years ago,transit station to monorail and also to the most shopping mall in the city very convenient
6 years ago,huge comfortable and has strategic location to nearby city attraction
6 years ago,very clean convenient location avoid traffic jam in the heart of city
7 years ago,easy excess and cozy enviroment need more user friendly signage
5 years ago,the restroom near lrt is really dirty and the crucible door is cannot locked
6 years ago,stesen mrt bukit bintang interchange with monorail bukit bintang nearby to plaza low yat pavilion and lot
5 years ago,good service and ontime but facilities can be improved
5 years ago,used to travel this way occasionally had nice travel experience so far
6 years ago,well cleaned nice place outside inside also good
6 years ago,convenient to reach city center no need to face traffic jam
5 years ago,staff behind counters were very helpful and had good knowledge
6 years ago,convenient access to pavillion fahrenheit star hill lot and sg wang plaza
7 years ago,just mrt station good place to chill in underground but have no place to sit
7 years ago,a very nice facilities that can be used by all people
6 years ago,there are many exits at this station but only one information board in the station always crowded
5 years ago,this station is connected by kl stations but you must walk far away hehe
7 years ago,opening for use at today modern clean and very convenient
5 years ago,nice location access to all main areas of bukit bintang
7 years ago,good place to drop of from mrt line to visit pavilion can get confusing where to exit
7 years ago,improved public transportgood if less barbarian there
7 years ago,modern and great design
7 years ago,have been quite pleasing with mrt stations and services as compared to all others
5 years ago,right in the heart of the red street mrt services commences at am pm
5 years ago,station right in the centre of bukit bintang area close to popular malls
7 years ago,for someone who like aesthetic would recommend to come here
5 years ago,dirty a bit cz there r too clouded usually
5 years ago,near to all hubs such as heaven with doors
6 years ago,one of the best transport in kuala lumpur
6 years ago,the newest mrt station it is very nice and adapted very well
7 years ago,gets very crowded so be careful
6 years ago,trying mrt it was a pleasant ride thanks
7 years ago,crowed station it is really in the center of jl bukit bintang
7 years ago,good connectivity to the heart of kl
5 years ago,public holidaypeople mountain people sea
5 years ago,conveniently located in the centre of city
3 months ago,kuala lumpur mrt station can be transferred to monorail this site is located in the kuala lumpur cbd …
5 months ago,assalamualaikum tonight i am very grateful and very grateful to the bukit bintang monorail station staff because i left my mobile phone on the platform after traveling for hour i remembered my phone and immediately called my phone …
5 years ago,comfortable means of transportation speed and punctuality as well as comfort and speed i wish the arabic manadol learned from malaysia in building roads bridges and rapid transportation on train lines …
9 months ago,june pm the indian girl staff with a small hooded girl wearing a white shirt is a bit weak in dealing with customers does myrapid give proper training to the employees in carrying out their duties to the staff smile more or …
7 years ago,nice and very clean place for those of you who want to feel the sensation come on lets go traveling together
6 years ago,the mrt station is the main access for friends who live in the bukit bintang area the location is near jalan alor
a year ago,the fat woman guarding the a counter has no manners you cant talk nicely its so hard to be rude you just sit there you cant even talk politely
7 years ago,comfortable clean and good staffvery friendly
a year ago,rude staff woman wearing a black hijab in her mid s customer service failed when you ask an eye contact question you are not busy playing on the phone even if you are not busy at the counter
5 years ago,comfortable happy to be able to try the mrt in malaysia
5 years ago,its really new clean and spacious
6 years ago,this train station can accommodate many passengers a clean atmosphere welcomes you when you enter this area
5 years ago,mrt station that can connect trains to central kl and also kajang from here you can also change to the monorail
6 years ago,in my opinion the place is not bad its not clean and its not dirty either but when you enter the toilet it smells great sorry there are people defecating everywhere the toilets arent clean not much different from in …
6 years ago,it is directly connected to bukit bintang station the tourist center of kl by mrt subway from kl sentral station it cant be helped that the monorail is in decline since you can ride it for rm from central station …
4 years ago,im from bukit bintang going to merdeka then i have my and when it runs out i go to the counter to fill up my customer service who works today at about oclock or oclock its like that then the customer service tells …
6 years ago,has a really good panorama morning noon or night skyscrapers malls everywhere and the passing of vehicles never stops customer service at this station is also friendly
6 years ago,malaysia already has mrt when will we usually we go to bukit bintang by monorail now we can take mrt memorize the exit so that we dont have to walk too far to our destination mrt is cool spacious and there are no sellers inside the station oh there is ding vending machine
2 years ago,on my friend who is a bangladeshi citizen went to the bukit bintang mrt station at am when he wanted to top up the touch n go card he had put in rm and wanted to top up only rm but he didnt get the remaining balance yes …
6 years ago,the best because the hotel is in bukit bintang so i chose to go up this way very comfortable clean quiet there is also a monorail but it is not very comfortable
5 years ago,gang independence night
6 years ago,it’s good that there are no traffic jams when commuting to and from get off work it would be great if the government adds a few more lines there are no foreign workers taking the highspeed rail it’s much cleaner good night
5 years ago,bukit bintang mrt station or for sponsorship reasons pavilion kuala lumpurbukit bintang mrt station is an underground mass rapid transit station in kuala lumpur malaysia construction began around and opened on july
5 years ago,comfortable always busy but still orderly
6 years ago,kls public transport network is very dense and allows you to easily reach every corner of the city great service and very cheap
4 years ago,very good for anyone who doesnt like traffic jams use the mrt
5 years ago,i went because of the pavilion and when purchasing tokens bills up to ringgit are allowed when getting on just take a picture on the touch screen and when getting off return it to a and get off
5 years ago,very suitable for traveling while in malaysia the schedule is always on time and the trains are very clean
6 years ago,because in indonesia it doesnt exist yet so for me its nice the seating is a little different from the commuter line in jakarta
5 years ago,the mrt is very neat and passengers are orderly
6 years ago,everyone must be careful and vigilant there will be chinese people pretending to be college students nearby and making plans to ask you to stop and fill out forms in order to defraud money its a very oldfashioned scambut my friend fell for it
5 years ago,the place is very comfortable clean spacious arrival departure every minutes …
6 years ago,sweet memory the live band is very good even though they are visually impaired we love it
5 years ago,stranded
5 years ago,not many people take the railway
5 years ago,the station has a somewhat complicated structure you can come by mrt from kl sentre it is the closest station to yatai and arrow street
7 years ago,there are several large shopping malls here i like that i don’t have to drive and it’s hard to find a parking space after being stuck in traffic i can also walk to alor street to find food wow give it a try but it’s a pity that the toilets in the mrt station were there these two times …
7 years ago,im a little jealous when i see the fact that malaysia already has an mrt when will indonesia have an mrt god level fantasy i hope soon
7 years ago,close to bukit bintang and low yat
3 years ago,just asked for directions and got angry better to walk
5 years ago,the station is prepared according to the highest quality standards malaysia is truly a country that deserves appreciation and respect may god bless its king its government and its people
5 years ago,i love the train and it makes it easy for us to move the best means of transportation for me is the train and the fastest it is true that it is crowded but it is clean and airconditioned and i use it hours a day i love the train
7 years ago,it is one of the most beautiful streets in the malaysian capital kuala lumpur it is connected by a highspeed suspended and underground train line where international hotels and luxury malls are located and a place of pilgrimage for foreigners from all over the world
5 years ago,in crowded subway stations street performers sing too loudly affecting passenger inquiries
5 years ago,the station is in the center various shopping centers including pavilion and street food
5 years ago,complete facilities and clear information available paths for wheelchairs
6 years ago,the station has a twotier structure upper and lower decide where you are going in advance before riding
6 years ago,there are several different exits for everyone to go to different destinations frequency of flights is fast
7 years ago,ok lost guys
5 years ago,clean spacious orderly comfortable hopefully the mrt in jkt indonesia can also be like this
5 years ago,clean easy access to go anywhere the elevator works well
6 years ago,fortunately the cleaning staff was very enthusiastic in guiding me to buy tickets thank you very much
5 years ago,the best means of transportation to save money but the most important thing is to know which area you intend to go to you have a map that will help you
5 years ago,just like other mrt stations clean station the station is connected to other transportation pedestrian friendly
5 years ago,this is the station you must come to if you want to go to pavilion kuala lumpurs busiest district
7 years ago,mrt is really comfortable for people to go anywhere good mrt …
6 years ago,this station can be said to be the most convenient point on the entire mrt line
5 years ago,station to the culinary center which is always busy with foreign tourists
6 years ago,this station is relatively small and there are seats in the car
6 years ago,good service during holidays there are a lot of people and train service is delayed
6 years ago,one of the best metro stations i saw while traveling it lacks a popular market or stalls to exploit the empty spaces in the readymade airconditioned floor
6 years ago,clean comfortable really love it
7 years ago,connecting sungai buloh and kajang to bukit bintang mono rail and pavilion
5 years ago,super convenient with several exits leading to popular tourist attractions
6 years ago,exit directly on jalan bukit bintang meters from jalan alor strategic
6 years ago,always busy there are four doors choose the right exit
5 years ago,good
9 months ago,firsttime tried
6 years ago,his shrine smells damp myb because its underground
5 years ago,i recommend
6 years ago,the best train in malaysia mrt
7 years ago,access to heart of klpavillion klcc low yat jalan alor berjaya
6 years ago,the lrt is crowded because it is a shopping center
5 years ago,near hotels or inns just walk
2 years ago,alhamdulillah thank you
5 years ago,very good ras very practical easy navigation fair price
5 years ago,a junction between lowyat timesquare and bukit bintang mall
5 years ago,favorite although crowded with tourists kl region
5 years ago,its convenient
5 years ago,the new mrt train station connects the most vital areas of the capital to each other
6 years ago,its a new and clean station
5 years ago,orderly even if there are a lot of people its easy
5 years ago,near bukit bintang pavilion awesome
5 years ago,there are entrances dont get confused
5 years ago,you may wander around the campus until you get used to it
5 years ago,located in the middle of the city easy to find
5 years ago,the equipment is very good and the lrt is on time
7 years ago,prasana that makes me happy  …
5 years ago,very convenient in the city center of kuala lumpur
6 years ago,clean and comfortable
6 years ago,i always do karaoke in the morning
6 years ago,cool
5 years ago,this is k l center station there are exits …
7 years ago,more than wonderful and excellent services
6 years ago,very helpful for traveling in kl
7 years ago,mrt station at golden triangle kuala lumpur
5 years ago,shopping place for rich people
5 years ago,its easy to go anywhere by taking the mrt
6 years ago,very comfortable taking the mrt
5 years ago,cool if only this field existed hehehe
6 years ago,comfortable for children jln
6 years ago,transportation is very easy
5 years ago,small nice and tidy mall
5 years ago,a good place to go easily accessible in all directions
5 years ago,fast and efficient
6 years ago,comfortable waiting room
6 years ago,just check it out on easter
5 years ago,sore feet hes stupid to walk
5 years ago,near to bukit bintang
5 years ago,new mrt station at bukit bintang
5 years ago,a wonderful train station
5 years ago,close to perjaya times square and pavilion kkcc
6 years ago,beautiful mar
6 years ago,nice and clean
6 years ago,dont go the wrong way
6 years ago,the bukit bintang monorail is
6 years ago,malaysia kuala lumpur mrt station kuala lumpur golden triangle
5 years ago,nice and clean place
5 years ago,i want good
5 years ago,nearby lot and pavillion bukit bintang
5 years ago,a mrt station at bukit bintang
5 years ago,wow cool
7 years ago,it is a traffic jam area and it is recommended to walk
5 years ago,best
6 years ago,clean but confused about directions
5 years ago,excellent and very practical
6 years ago,neat on time comfortable
5 years ago,fast and clean train
5 years ago,want to come here again
7 years ago,decent
5 years ago,technology synchronized
5 years ago,convenient transportation
5 years ago,comfortable
6 years ago,fastest and orderly
5 years ago,bukit bintang mrt station
6 years ago,bukit bintang mrt station
5 years ago,clean
6 years ago,excellent
5 years ago,wow
6 years ago,strategically
6 years ago,shiny
